year,name,stage,date,distance,speed,score,vertical_meters,ranking,quality,won,url
2010,milano-sanremo,one_day,20 March 2010, 298 km,42.83 km/h,,,,1322, Sprint of large group,https://www.procyclingstats.com/race/milano-sanremo/2010/result
2010,gent-wevelgem,one_day,28 March 2010, 219 km,41.42 km/h,,,,823, Sprint of small group,https://www.procyclingstats.com/race/gent-wevelgem/2010/result
2010,itzulia-basque-country,stage-1,05 April 2010, 152 km,38.32 km/h,,,,799, Sprint of small group,https://www.procyclingstats.com/race/itzulia-basque-country/2010/stage-1
2010,itzulia-basque-country,stage-2,06 April 2010, 217 km,36.814 km/h,,,,799, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2010/stage-2
2010,itzulia-basque-country,stage-3,07 April 2010, 187 km,38.707 km/h,,,,799, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2010/stage-3
2010,itzulia-basque-country,stage-4,08 April 2010, 160 km,39.141 km/h,,,,799, 0.5 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2010/stage-4
2010,itzulia-basque-country,stage-5,09 April 2010, 170 km,41.151 km/h,,,,799, 15 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2010/stage-5
2010,itzulia-basque-country,stage-6,10 April 2010, 22 km,40.553 km/h,,,,799, 15 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2010/stage-6
2010,tour-de-romandie,prologue,27 April 2010, 4.3 km,48.833 km/h,,,,678, 15 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2010/prologue
2010,tour-de-romandie,stage-1,28 April 2010, 175.6 km,36.287 km/h,,,,678, Sprint of small group,https://www.procyclingstats.com/race/tour-de-romandie/2010/stage-1
2010,tour-de-romandie,stage-2,29 April 2010, 171.8 km,38.322 km/h,,,,678, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2010/stage-2
2010,tour-de-romandie,stage-3,30 April 2010, 23.4 km,45.437 km/h,,,,678, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2010/stage-3
2010,tour-de-romandie,stage-4,01 May 2010, 157.9 km,38.604 km/h,,,,678, 9 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2010/stage-4
2010,tour-de-romandie,stage-5,02 May 2010, 121.8 km,33.784 km/h,,,,678, Sprint of small group,https://www.procyclingstats.com/race/tour-de-romandie/2010/stage-5
2010,dauphine,prologue,06 June 2010, 6.8 km,47.63 km/h,,,,673, Sprint of small group,https://www.procyclingstats.com/race/dauphine/2010/prologue
2010,dauphine,stage-2,07 June 2010, 191.5 km,39.977 km/h,,,,673, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2010/stage-2
2010,dauphine,stage-3,08 June 2010, 177 km,40.202 km/h,,,,673, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2010/stage-3
2010,dauphine,stage-4,09 June 2010, 49 km,47.534 km/h,,,,673, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2010/stage-4
2010,dauphine,stage-5,10 June 2010, 210.5 km,34.755 km/h,,,,673, 1.7 km solo,https://www.procyclingstats.com/race/dauphine/2010/stage-5
2010,dauphine,stage-6,11 June 2010, 143.5 km,41.742 km/h,,,,673, ? km solo,https://www.procyclingstats.com/race/dauphine/2010/stage-6
2010,dauphine,stage-7,12 June 2010, 151.5 km,43.077 km/h,,,,673, Sprint à deux,https://www.procyclingstats.com/race/dauphine/2010/stage-7
2010,dauphine,stage-8,13 June 2010, 148 km,40.42 km/h,,,,673, 8.9 km solo,https://www.procyclingstats.com/race/dauphine/2010/stage-8
2010,tour-de-suisse,prologue,12 June 2010, 7.6 km,44.058 km/h,,,,1198, 8.9 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2010/prologue
2010,tour-de-suisse,stage-1,13 June 2010, 167.5 km,37.89 km/h,,,,1198, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-1
2010,tour-de-suisse,stage-2,14 June 2010, 196.6 km,39.01 km/h,,,,1198, Sprint à deux,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-2
2010,tour-de-suisse,stage-3,15 June 2010, 192.2 km,38.757 km/h,,,,1198, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-3
2010,tour-de-suisse,stage-4,16 June 2010, 172.5 km,39.597 km/h,,,,1198, ? km solo,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-4
2010,tour-de-suisse,stage-5,17 June 2010, 213.3 km,33.6 km/h,,,,1198, 10 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-5
2010,tour-de-suisse,stage-6,18 June 2010, 204.1 km,41.934 km/h,,,,1198, 55 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-6
2010,tour-de-suisse,stage-7,19 June 2010, 172.4 km,41.29 km/h,,,,1198, 10.2 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-7
2010,tour-de-suisse,stage-8,20 June 2010, 26.9 km,49.866 km/h,,,,1198, 10.2 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2010/stage-8
2010,san-sebastian,one_day,31 July 2010, 234 km,41.635 km/h,,,,971, Sprint à deux,https://www.procyclingstats.com/race/san-sebastian/2010/result
2010,tour-de-pologne,stage-1,01 August 2010, 175.1 km,42.788 km/h,,,,474, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-1
2010,tour-de-pologne,stage-2,02 August 2010, 240 km,39.684 km/h,,,,474, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-2
2010,tour-de-pologne,stage-3,03 August 2010, 122.1 km,44.38 km/h,,,,474, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-3
2010,tour-de-pologne,stage-4,04 August 2010, 177.9 km,43.11 km/h,,,,474, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-4
2010,tour-de-pologne,stage-5,05 August 2010, 149 km,38.67 km/h,,,,474, 3.5 km solo,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-5
2010,tour-de-pologne,stage-6,06 August 2010, 228.5 km,38.674 km/h,,,,474, 2.8 km solo,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-6
2010,tour-de-pologne,stage-7,07 August 2010, 163.9 km,42.394 km/h,,,,474, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2010/stage-7
2010,vuelta-a-espana,stage-1,28 August 2010, 13 km,55.32 km/h, 0,33,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-1
2010,vuelta-a-espana,stage-2,29 August 2010, 173 km,37.652 km/h, 80,2506,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-2
2010,vuelta-a-espana,stage-3,30 August 2010, 156 km,38.018 km/h, 178,2868,,1123, 0.6 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-3
2010,vuelta-a-espana,stage-4,31 August 2010, 177 km,35.343 km/h, 171,3442,,1123, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-4
2010,vuelta-a-espana,stage-5,01 September 2010, 194 km,38.34 km/h, 23,1763,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-5
2010,vuelta-a-espana,stage-6,02 September 2010, 144 km,39.938 km/h, 56,1243,,1123, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-6
2010,vuelta-a-espana,stage-7,03 September 2010, 187.1 km,40.644 km/h, 36,1161,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-7
2010,vuelta-a-espana,stage-8,04 September 2010, 188.8 km,36.02 km/h, 230,3870,,1123, 4.8 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-8
2010,vuelta-a-espana,stage-9,05 September 2010, 187 km,34.97 km/h, 238,4329,,1123, 5 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-9
2010,vuelta-a-espana,stage-10,07 September 2010, 173.7 km,41.11 km/h, 126,2459,,1123, 20 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-10
2010,vuelta-a-espana,stage-11,08 September 2010, 208 km,38.314 km/h, 234,4199,,1123, 1.1 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-11
2010,vuelta-a-espana,stage-12,09 September 2010, 196 km,48.898 km/h, 67,2133,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-12
2010,vuelta-a-espana,stage-13,10 September 2010, 193.7 km,40.034 km/h, 53,2305,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-13
2010,vuelta-a-espana,stage-14,11 September 2010, 178.8 km,40.222 km/h, 236,3248,,1123, 0.8 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-14
2010,vuelta-a-espana,stage-15,12 September 2010, 170 km,37.19 km/h, 230,2673,,1123, 11 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-15
2010,vuelta-a-espana,stage-16,13 September 2010, 181.4 km,37.276 km/h, 340,4431,,1123, 6 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-16
2010,vuelta-a-espana,stage-17,15 September 2010, 46 km,52.36 km/h, 0,101,,1123, 6 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-17
2010,vuelta-a-espana,stage-18,16 September 2010, 148.9 km,43.121 km/h, 4,964,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-18
2010,vuelta-a-espana,stage-19,17 September 2010, 200 km,34.916 km/h, 57,2554,,1123, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-19
2010,vuelta-a-espana,stage-20,18 September 2010, 168.8 km,35.479 km/h, 323,4189,,1123, Sprint à deux,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-20
2010,vuelta-a-espana,stage-21,19 September 2010, 85 km,41.667 km/h, 8,750,,1123, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2010/stage-21
2010,gp-montreal,one_day,12 September 2010, 193.6 km,38.932 km/h,,,,815, 10 km solo,https://www.procyclingstats.com/race/gp-montreal/2010/result
2011,tour-down-under,stage-1,18 January 2011, 138 km,42.002 km/h,,,,568, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2011/stage-1
2011,tour-down-under,stage-2,19 January 2011, 146 km,42.169 km/h,,,,568, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2011/stage-2
2011,tour-down-under,stage-3,20 January 2011, 129 km,40.358 km/h,,,,568, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2011/stage-3
2011,tour-down-under,stage-4,21 January 2011, 124 km,41.817 km/h,,,,568, Sprint of small group,https://www.procyclingstats.com/race/tour-down-under/2011/stage-4
2011,tour-down-under,stage-5,22 January 2011, 131 km,42.22 km/h,,,,568, Sprint of small group,https://www.procyclingstats.com/race/tour-down-under/2011/stage-5
2011,tour-down-under,stage-6,23 January 2011, 90 km,47.459 km/h,,,,568, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2011/stage-6
2011,paris-nice,stage-1,06 March 2011, 154.5 km,37.821 km/h, 16,1212,,1038, Sprint of small group,https://www.procyclingstats.com/race/paris-nice/2011/stage-1
2011,paris-nice,stage-2,07 March 2011, 199 km,39.577 km/h, 6,886,,1038, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2011/stage-2
2011,paris-nice,stage-3,08 March 2011, 202.5 km,38.258 km/h, 42,1954,,1038, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2011/stage-3
2011,paris-nice,stage-4,09 March 2011, 191 km,37.656 km/h, 89,3109,,1038, Sprint of small group,https://www.procyclingstats.com/race/paris-nice/2011/stage-4
2011,paris-nice,stage-5,10 March 2011, 194 km,38.93 km/h, 194,3449,,1038, Sprint of small group,https://www.procyclingstats.com/race/paris-nice/2011/stage-5
2011,paris-nice,stage-6,11 March 2011, 27 km,48.503 km/h, 21,286,,1038, Sprint of small group,https://www.procyclingstats.com/race/paris-nice/2011/stage-6
2011,paris-nice,stage-7,12 March 2011, 215.5 km,37.329 km/h, 129,3327,,1038, 13.1 km solo,https://www.procyclingstats.com/race/paris-nice/2011/stage-7
2011,paris-nice,stage-8,13 March 2011, 124 km,37.966 km/h, 112,2227,,1038, 13 km solo,https://www.procyclingstats.com/race/paris-nice/2011/stage-8
2011,tirreno-adriatico,stage-1,09 March 2011, 16.8 km,55.588 km/h, 0,20,,1216, 13 km solo,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-1
2011,tirreno-adriatico,stage-2,10 March 2011, 202 km,40.932 km/h, 53,1783,,1216, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-2
2011,tirreno-adriatico,stage-3,11 March 2011, 189 km,40.536 km/h, 40,1438,,1216, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-3
2011,tirreno-adriatico,stage-4,12 March 2011, 240 km,38.816 km/h, 165,3351,,1216, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-4
2011,tirreno-adriatico,stage-5,13 March 2011, 240 km,35.698 km/h, 181,3941,,1216, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-5
2011,tirreno-adriatico,stage-6,14 March 2011, 178 km,38.422 km/h, 176,2695,,1216, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-6
2011,tirreno-adriatico,stage-7,15 March 2011, 9.3 km,52.891 km/h, 0,8,,1216, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2011/stage-7
2011,milano-sanremo,one_day,19 March 2011, 298 km,43.486 km/h, 70,2380,,1235, Sprint of small group,https://www.procyclingstats.com/race/milano-sanremo/2011/result
2011,volta-a-catalunya,stage-1,21 March 2011, 166.9 km,40.249 km/h,,,,732, 3 km solo,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-1
2011,volta-a-catalunya,stage-2,22 March 2011, 169.3 km,40.449 km/h,,,,732, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-2
2011,volta-a-catalunya,stage-3,23 March 2011, 183.9 km,38.59 km/h,,,,732, ? km solo,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-3
2011,volta-a-catalunya,stage-4,24 March 2011, 195 km,42.852 km/h,,,,732, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-4
2011,volta-a-catalunya,stage-5,25 March 2011, 213.5 km,42.65 km/h,,,,732, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-5
2011,volta-a-catalunya,stage-6,26 March 2011, 189.5 km,44.603 km/h,,,,732, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-6
2011,volta-a-catalunya,stage-7,27 March 2011, 124.5 km,48.533 km/h,,,,732, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2011/stage-7
2011,gent-wevelgem,one_day,27 March 2011, 204.5 km,44.62 km/h,,,,880, Sprint of large group,https://www.procyclingstats.com/race/gent-wevelgem/2011/result
2011,ronde-van-vlaanderen,one_day,03 April 2011, 258 km,42.841 km/h, 61,2043,,1013, Sprint of small group,https://www.procyclingstats.com/race/ronde-van-vlaanderen/2011/result
2011,itzulia-basque-country,stage-1,04 April 2011, 149.5 km,36.959 km/h, 177,2975,,935, Sprint of small group,https://www.procyclingstats.com/race/itzulia-basque-country/2011/stage-1
2011,itzulia-basque-country,stage-2,05 April 2011, 167 km,40.624 km/h, 164,2997,,935, 1.5 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2011/stage-2
2011,itzulia-basque-country,stage-3,06 April 2011, 177 km,40.747 km/h, 132,2560,,935, 4 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2011/stage-3
2011,itzulia-basque-country,stage-4,07 April 2011, 177 km,37.584 km/h, 226,3112,,935, Sprint of small group,https://www.procyclingstats.com/race/itzulia-basque-country/2011/stage-4
2011,itzulia-basque-country,stage-5,08 April 2011, 179 km,40.217 km/h, 123,2966,,935, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2011/stage-5
2011,itzulia-basque-country,stage-6,09 April 2011, 24 km,44.628 km/h, 45,561,,935, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2011/stage-6
2011,paris-roubaix,one_day,10 April 2011, 258 km,42.13 km/h,,,,836, 15.9 km solo,https://www.procyclingstats.com/race/paris-roubaix/2011/result
2011,amstel-gold-race,one_day,17 April 2011, 261 km,40.078 km/h,,,,1086, Sprint of small group,https://www.procyclingstats.com/race/amstel-gold-race/2011/result
2011,la-fleche-wallone,one_day,20 April 2011, 201 km,40.888 km/h,,,,1109, 0.3 km solo,https://www.procyclingstats.com/race/la-fleche-wallone/2011/result
2011,liege-bastogne-liege,one_day,24 April 2011, 255.5 km,41.07 km/h,,,,1201, Sprint of small group,https://www.procyclingstats.com/race/liege-bastogne-liege/2011/result
2011,tour-de-romandie,prologue,26 April 2011, 3.5 km,57.273 km/h, 0,14,,660, Sprint of small group,https://www.procyclingstats.com/race/tour-de-romandie/2011/prologue
2011,tour-de-romandie,stage-1,27 April 2011, 171.5 km,38.441 km/h, 135,2365,,660, 5 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2011/stage-1
2011,tour-de-romandie,stage-2,28 April 2011, 168.3 km,40.25 km/h, 133,2648,,660, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2011/stage-2
2011,tour-de-romandie,stage-3,29 April 2011, 166.5 km,43.832 km/h, 86,1569,,660, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2011/stage-3
2011,tour-de-romandie,stage-4,30 April 2011, 20.1 km,43.15 km/h, 38,406,,660, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2011/stage-4
2011,tour-de-romandie,stage-5,01 May 2011, 164.6 km,42.781 km/h, 58,2168,,660, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2011/stage-5
2011,giro-d-italia,stage-1,07 May 2011, 19.3 km,55.19 km/h, 0,36,,891, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-1
2011,giro-d-italia,stage-2,08 May 2011, 244 km,42.353 km/h, 26,944,,891, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-2
2011,giro-d-italia,stage-3,09 May 2011, 173 km,43.681 km/h, 89,2009,,891, Sprint of small group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-3
2011,giro-d-italia,stage-4,10 May 2011, 216 km,-, 91,2176,,891, ? - let us know!,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-4
2011,giro-d-italia,stage-5,11 May 2011, 191 km,38.872 km/h, 121,2723,,891, 4 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-5
2011,giro-d-italia,stage-6,12 May 2011, 216 km,41.058 km/h, 112,3121,,891, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-6
2011,giro-d-italia,stage-7,13 May 2011, 110 km,37.761 km/h, 173,2333,,891, 7.2 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-7
2011,giro-d-italia,stage-8,14 May 2011, 217 km,43.436 km/h, 45,2082,,891, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-8
2011,giro-d-italia,stage-9,15 May 2011, 169 km,34.474 km/h, 264,4091,,891, 1.6 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-9
2011,giro-d-italia,stage-10,17 May 2011, 159 km,39.615 km/h, 15,1207,,891, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-10
2011,giro-d-italia,stage-11,18 May 2011, 144 km,40.528 km/h, 140,2612,,891, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-11
2011,giro-d-italia,stage-12,19 May 2011, 184 km,42.888 km/h, 5,488,,891, Sprint of large group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-12
2011,giro-d-italia,stage-13,20 May 2011, 167 km,35.047 km/h, 352,4208,,891, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-13
2011,giro-d-italia,stage-14,21 May 2011, 172 km,33.9 km/h, 413,4170,,891, 5.2 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-14
2011,giro-d-italia,stage-15,22 May 2011, 229 km,30.722 km/h, 474,6939,,891, 5.7 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-15
2011,giro-d-italia,stage-16,24 May 2011, 12.7 km,25.85 km/h, 137,708,,891, 5.7 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-16
2011,giro-d-italia,stage-17,25 May 2011, 230 km,41.59 km/h, 158,3852,,891, Sprint of small group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-17
2011,giro-d-italia,stage-18,26 May 2011, 151 km,45.157 km/h, 129,2094,,891, Sprint of small group,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-18
2011,giro-d-italia,stage-19,27 May 2011, 209 km,38.413 km/h, 213,3018,,891, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-19
2011,giro-d-italia,stage-20,28 May 2011, 242 km,38.509 km/h, 330,3512,,891, 41 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-20
2011,giro-d-italia,stage-21,29 May 2011, 26 km,51.627 km/h, 0,37,,891, 41 km solo,https://www.procyclingstats.com/race/giro-d-italia/2011/stage-21
2011,dauphine,prologue,05 June 2011, 5.4 km,51.429 km/h, 6,58,,958, 41 km solo,https://www.procyclingstats.com/race/dauphine/2011/prologue
2011,dauphine,stage-1,06 June 2011, 144 km,39.871 km/h, 157,2189,,958, 2.5 km solo,https://www.procyclingstats.com/race/dauphine/2011/stage-1
2011,dauphine,stage-2,07 June 2011, 179 km,44.261 km/h, 33,1479,,958, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2011/stage-2
2011,dauphine,stage-3,08 June 2011, 42.5 km,45.974 km/h, 61,732,,958, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2011/stage-3
2011,dauphine,stage-4,09 June 2011, 173.5 km,40.714 km/h, 33,1647,,958, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2011/stage-4
2011,dauphine,stage-5,10 June 2011, 210 km,41.3 km/h, 145,3282,,958, 3 km solo,https://www.procyclingstats.com/race/dauphine/2011/stage-5
2011,dauphine,stage-6,11 June 2011, 192.5 km,36.927 km/h, 341,4407,,958, ? km solo,https://www.procyclingstats.com/race/dauphine/2011/stage-6
2011,dauphine,stage-7,12 June 2011, 117.5 km,34.474 km/h, 302,3217,,958, 0.5 km solo,https://www.procyclingstats.com/race/dauphine/2011/stage-7
2011,tour-de-suisse,prologue,11 June 2011, 7.3 km,45.232 km/h,,,,972, 0.5 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2011/prologue
2011,tour-de-suisse,stage-2,12 June 2011, 147.8 km,33.676 km/h,,,,972, 1.1 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-2
2011,tour-de-suisse,stage-3,13 June 2011, 107.6 km,34.018 km/h,,,,972, Sprint à deux,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-3
2011,tour-de-suisse,stage-4,14 June 2011, 198.4 km,41.61 km/h,,,,972, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-4
2011,tour-de-suisse,stage-5,15 June 2011, 204.2 km,43.02 km/h,,,,972, Sprint à deux,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-5
2011,tour-de-suisse,stage-6,16 June 2011, 157.7 km,37.54 km/h,,,,972, 2.3 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-6
2011,tour-de-suisse,stage-7,17 June 2011, 222.8 km,39.469 km/h,,,,972, ? km solo,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-7
2011,tour-de-suisse,stage-8,18 June 2011, 167.3 km,43.267 km/h,,,,972, Sprint of small group,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-8
2011,tour-de-suisse,stage-9,19 June 2011, 32.1 km,46.957 km/h,,,,972, Sprint of small group,https://www.procyclingstats.com/race/tour-de-suisse/2011/stage-9
2011,tour-de-france,stage-1,02 July 2011, 191.5 km,40.81 km/h, 35,1286,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-1
2011,tour-de-france,stage-2,03 July 2011, 23 km,55.645 km/h, 0,188,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-2
2011,tour-de-france,stage-3,04 July 2011, 198 km,42.376 km/h, 11,1066,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-3
2011,tour-de-france,stage-4,05 July 2011, 172.5 km,41.13 km/h, 83,2250,,1713, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-4
2011,tour-de-france,stage-5,06 July 2011, 164.5 km,45.16 km/h, 39,1652,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-5
2011,tour-de-france,stage-6,07 July 2011, 226.5 km,43.33 km/h, 52,2373,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-6
2011,tour-de-france,stage-7,08 July 2011, 215 km,38.066 km/h, 6,1304,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-7
2011,tour-de-france,stage-8,09 July 2011, 190 km,41.19 km/h, 130,3019,,1713, 5.6 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-8
2011,tour-de-france,stage-9,10 July 2011, 208 km,38.148 km/h, 160,3975,,1713, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-9
2011,tour-de-france,stage-10,12 July 2011, 161 km,45.706 km/h, 77,1933,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-10
2011,tour-de-france,stage-11,13 July 2011, 168.5 km,44.71 km/h, 42,1695,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-11
2011,tour-de-france,stage-12,14 July 2011, 211 km,35.04 km/h, 399,4563,,1713, Sprint à deux,https://www.procyclingstats.com/race/tour-de-france/2011/stage-12
2011,tour-de-france,stage-13,15 July 2011, 152.5 km,40.2 km/h, 148,2605,,1713, 2.2 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-13
2011,tour-de-france,stage-14,16 July 2011, 168.5 km,32.26 km/h, 462,5420,,1713, 6.9 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-14
2011,tour-de-france,stage-15,17 July 2011, 192.5 km,44.35 km/h, 25,1464,,1713, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-15
2011,tour-de-france,stage-16,19 July 2011, 162.5 km,46.07 km/h, 90,2372,,1713, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2011/stage-16
2011,tour-de-france,stage-17,20 July 2011, 179 km,41.628 km/h, 170,3193,,1713, 11 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-17
2011,tour-de-france,stage-18,21 July 2011, 189 km,30.821 km/h, 329,5268,,1713, 8 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-18
2011,tour-de-france,stage-19,22 July 2011, 109.5 km,33.97 km/h, 368,3571,,1713, 2 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-19
2011,tour-de-france,stage-20,23 July 2011, 42.5 km,45.89 km/h, 53,709,,1713, 2 km solo,https://www.procyclingstats.com/race/tour-de-france/2011/stage-20
