year,name,stage,date,distance,speed,score,vertical_meters,ranking,quality,won,url
2017,giro-d-italia,stage-14,20 May 2017, 131 km,43.05 km/h, 129,1106,,881, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-14
2017,giro-d-italia,stage-15,21 May 2017, 199 km,46.49 km/h, 129,2255,,881, Sprint of small group,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-15
2017,giro-d-italia,stage-16,23 May 2017, 222 km,34.65 km/h, 329,5845,,881, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-16
2017,giro-d-italia,stage-17,24 May 2017, 219 km,38.32 km/h, 166,4576,,881, 7.8 km solo,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-17
2017,giro-d-italia,stage-18,25 May 2017, 137 km,35.12 km/h, 281,3961,,881, Sprint à deux,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-18
2017,giro-d-italia,stage-19,26 May 2017, 191 km,39.11 km/h, 250,3551,,881, 10.8 km solo,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-19
2017,giro-d-italia,stage-20,27 May 2017, 190 km,38.26 km/h, 227,3721,,881, Sprint of small group,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-20
2017,giro-d-italia,stage-21,28 May 2017, 29.3 km,53.06 km/h, 0,25,,881, Sprint of small group,https://www.procyclingstats.com/race/giro-d-italia/2017/stage-21
2017,tour-of-california,stage-1,14 May 2017, 167.5 km,44.55 km/h, 0,252,,427, Sprint of large group,https://www.procyclingstats.com/race/tour-of-california/2017/stage-1
2017,tour-of-california,stage-2,15 May 2017, 143 km,38.34 km/h, 154,2434,,427, Sprint à deux,https://www.procyclingstats.com/race/tour-of-california/2017/stage-2
2017,tour-of-california,stage-3,16 May 2017, 186.5 km,38.13 km/h, 26,1585,,427, Sprint of large group,https://www.procyclingstats.com/race/tour-of-california/2017/stage-3
2017,tour-of-california,stage-4,17 May 2017, 159.5 km,43.13 km/h, 48,2074,,427, Sprint of small group,https://www.procyclingstats.com/race/tour-of-california/2017/stage-4
2017,tour-of-california,stage-5,18 May 2017, 125.5 km,33.73 km/h, 281,3510,,427, Sprint of small group,https://www.procyclingstats.com/race/tour-of-california/2017/stage-5
2017,tour-of-california,stage-6,19 May 2017, 24 km,50.62 km/h, 1,128,,427, Sprint of small group,https://www.procyclingstats.com/race/tour-of-california/2017/stage-6
2017,tour-of-california,stage-7,20 May 2017, 125 km,47.63 km/h, 78,1715,,427, Sprint of small group,https://www.procyclingstats.com/race/tour-of-california/2017/stage-7
2017,dauphine,stage-1,04 June 2017, 170 km,39.68 km/h, 147,3011,,1024, 8.5 km solo,https://www.procyclingstats.com/race/dauphine/2017/stage-1
2017,dauphine,stage-2,05 June 2017, 171 km,40.41 km/h, 79,2544,,1024, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2017/stage-2
2017,dauphine,stage-3,06 June 2017, 184 km,44.86 km/h, 45,1990,,1024, Sprint of small group,https://www.procyclingstats.com/race/dauphine/2017/stage-3
2017,dauphine,stage-4,07 June 2017, 23.5 km,50.15 km/h, 31,321,,1024, Sprint of small group,https://www.procyclingstats.com/race/dauphine/2017/stage-4
2017,dauphine,stage-5,08 June 2017, 175 km,42.94 km/h, 51,2319,,1024, Sprint of large group,https://www.procyclingstats.com/race/dauphine/2017/stage-5
2017,dauphine,stage-6,09 June 2017, 145.5 km,39.36 km/h, 220,2592,,1024, Sprint of small group,https://www.procyclingstats.com/race/dauphine/2017/stage-6
2017,dauphine,stage-7,10 June 2017, 167.5 km,35.39 km/h, 358,4717,,1024, 3.5 km solo,https://www.procyclingstats.com/race/dauphine/2017/stage-7
2017,dauphine,stage-8,11 June 2017, 115 km,33.44 km/h, 411,4113,,1024, 5.7 km solo,https://www.procyclingstats.com/race/dauphine/2017/stage-8
2017,tour-de-suisse,stage-1,10 June 2017, 6 km,56.25 km/h, 1,49,,855, 5.7 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-1
2017,tour-de-suisse,stage-2,11 June 2017, 172.7 km,39.459 km/h, 103,2611,,855, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-2
2017,tour-de-suisse,stage-3,12 June 2017, 159.3 km,41.59 km/h, 42,1618,,855, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-3
2017,tour-de-suisse,stage-4,13 June 2017, 143.2 km,37.53 km/h, 249,2896,,855, 8.9 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-4
2017,tour-de-suisse,stage-5,14 June 2017, 222 km,42.17 km/h, 123,3399,,855, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-5
2017,tour-de-suisse,stage-6,15 June 2017, 166.7 km,35.87 km/h, 281,4195,,855, 5.3 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-6
2017,tour-de-suisse,stage-7,16 June 2017, 166.3 km,41.82 km/h, 374,2954,,855, 8.5 km solo,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-7
2017,tour-de-suisse,stage-8,17 June 2017, 100 km,51.03 km/h, 75,1250,,855, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-8
2017,tour-de-suisse,stage-9,18 June 2017, 28.6 km,47.01 km/h, 42,416,,855, Sprint of large group,https://www.procyclingstats.com/race/tour-de-suisse/2017/stage-9
2017,tour-de-france,stage-1,01 July 2017, 14 km,52.28 km/h, 1,61,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-1
2017,tour-de-france,stage-2,02 July 2017, 203.5 km,44.06 km/h, 25,1278,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-2
2017,tour-de-france,stage-3,03 July 2017, 212.5 km,41.49 km/h, 77,2706,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-3
2017,tour-de-france,stage-4,04 July 2017, 207.5 km,42.36 km/h, 24,1404,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-4
2017,tour-de-france,stage-5,05 July 2017, 160.5 km,42.97 km/h, 151,2348,,1791, 2.4 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-5
2017,tour-de-france,stage-6,06 July 2017, 216 km,42.41 km/h, 29,1735,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-6
2017,tour-de-france,stage-7,07 July 2017, 213.5 km,42.24 km/h, 20,1578,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-7
2017,tour-de-france,stage-8,08 July 2017, 187.5 km,41.59 km/h, 229,3591,,1791, 17.9 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-8
2017,tour-de-france,stage-9,09 July 2017, 181.5 km,35.43 km/h, 275,4696,,1791, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-9
2017,tour-de-france,stage-10,11 July 2017, 178 km,44.32 km/h, 25,1407,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-10
2017,tour-de-france,stage-11,12 July 2017, 203.5 km,44.49 km/h, 15,1163,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-11
2017,tour-de-france,stage-12,13 July 2017, 214.5 km,36.81 km/h, 375,4903,,1791, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-12
2017,tour-de-france,stage-13,14 July 2017, 101 km,38.73 km/h, 243,2856,,1791, Sprint of small group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-13
2017,tour-de-france,stage-14,15 July 2017, 181.5 km,41.58 km/h, 85,1786,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-14
2017,tour-de-france,stage-15,16 July 2017, 189.5 km,40.35 km/h, 154,3164,,1791, 30 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-15
2017,tour-de-france,stage-16,18 July 2017, 165 km,45.36 km/h, 47,2033,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-16
2017,tour-de-france,stage-17,19 July 2017, 183 km,35.69 km/h, 300,5064,,1791, 34.4 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-17
2017,tour-de-france,stage-18,20 July 2017, 179.5 km,38.39 km/h, 338,4059,,1791, 1 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-18
2017,tour-de-france,stage-19,21 July 2017, 222.5 km,43.61 km/h, 59,2613,,1791, 2.6 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-19
2017,tour-de-france,stage-20,22 July 2017, 22.5 km,47.79 km/h, 22,160,,1791, 2.6 km solo,https://www.procyclingstats.com/race/tour-de-france/2017/stage-20
2017,tour-de-france,stage-21,23 July 2017, 105 km,43.25 km/h, 4,519,,1791, Sprint of large group,https://www.procyclingstats.com/race/tour-de-france/2017/stage-21
2017,san-sebastian,one_day,29 July 2017, 231 km,39.28 km/h, 177,4156,,800, Sprint of small group,https://www.procyclingstats.com/race/san-sebastian/2017/result
2017,tour-de-pologne,stage-1,29 July 2017, 130 km,44.25 km/h, 18,1134,,600, Sprint of large group,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-1
2017,tour-de-pologne,stage-2,30 July 2017, 142 km,43.61 km/h, 5,827,,600, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-2
2017,tour-de-pologne,stage-3,31 July 2017, 161 km,41.69 km/h, 155,2230,,600, 0.5 km solo,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-3
2017,tour-de-pologne,stage-4,01 August 2017, 238 km,42.15 km/h, 9,1463,,600, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-4
2017,tour-de-pologne,stage-5,02 August 2017, 130 km,43.4 km/h, 61,1393,,600, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-5
2017,tour-de-pologne,stage-6,03 August 2017, 189 km,37.94 km/h, 193,3458,,600, 20 km solo,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-6
2017,tour-de-pologne,stage-7,04 August 2017, 132.5 km,38.53 km/h, 170,2788,,600, Sprint of small group,https://www.procyclingstats.com/race/tour-de-pologne/2017/stage-7
2017,ride-london-classic,one_day,30 July 2017, 185.9 km,45.4 km/h, 35,1648,,457, Sprint of large group,https://www.procyclingstats.com/race/ride-london-classic/2017/result
2017,renewi-tour,stage-1,07 August 2017, 179.7 km,46.85 km/h, 0,280,,815, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2017/stage-1
2017,renewi-tour,stage-2,08 August 2017, 9 km,49.24 km/h, 0,5,,815, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2017/stage-2
2017,renewi-tour,stage-3,09 August 2017, 186 km,43.93 km/h, 0,342,,815, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2017/stage-3
2017,renewi-tour,stage-4,10 August 2017, 160.7 km,47.18 km/h, 5,831,,815, Sprint of large group,https://www.procyclingstats.com/race/renewi-tour/2017/stage-4
2017,renewi-tour,stage-5,11 August 2017, 164.9 km,44.22 km/h, 30,1371,,815, 1.5 km solo,https://www.procyclingstats.com/race/renewi-tour/2017/stage-5
2017,renewi-tour,stage-6,12 August 2017, 196.9 km,38.79 km/h, 91,3027,,815, Sprint à deux,https://www.procyclingstats.com/race/renewi-tour/2017/stage-6
2017,renewi-tour,stage-7,13 August 2017, 193.5 km,47.04 km/h, 43,1064,,815, 3 km solo,https://www.procyclingstats.com/race/renewi-tour/2017/stage-7
2017,vuelta-a-espana,stage-1,19 August 2017, 13.7 km,51.48 km/h, 1,122,,899, 3 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-1
2017,vuelta-a-espana,stage-2,20 August 2017, 203.4 km,44.18 km/h, 5,588,,899, 1 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-2
2017,vuelta-a-espana,stage-3,21 August 2017, 158.5 km,39.4 km/h, 244,3623,,899, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-3
2017,vuelta-a-espana,stage-4,22 August 2017, 198.2 km,41.88 km/h, 36,1835,,899, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-4
2017,vuelta-a-espana,stage-5,23 August 2017, 157.7 km,35.71 km/h, 156,2909,,899, 3 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-5
2017,vuelta-a-espana,stage-6,24 August 2017, 204.4 km,42.73 km/h, 106,2704,,899, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-6
2017,vuelta-a-espana,stage-7,25 August 2017, 207 km,43.8 km/h, 81,3034,,899, 9.6 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-7
2017,vuelta-a-espana,stage-8,26 August 2017, 199.5 km,43.07 km/h, 163,2593,,899, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-8
2017,vuelta-a-espana,stage-9,27 August 2017, 174 km,42.23 km/h, 151,2041,,899, 0.5 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-9
2017,vuelta-a-espana,stage-10,29 August 2017, 164.8 km,46 km/h, 106,1568,,899, Sprint à deux,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-10
2017,vuelta-a-espana,stage-11,30 August 2017, 187.5 km,36.87 km/h, 296,3878,,899, 1.3 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-11
2017,vuelta-a-espana,stage-12,31 August 2017, 160.1 km,40.57 km/h, 188,2681,,899, 22 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-12
2017,vuelta-a-espana,stage-13,01 September 2017, 198.4 km,44.88 km/h, 39,1938,,899, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-13
2017,vuelta-a-espana,stage-14,02 September 2017, 175 km,37.21 km/h, 285,3723,,899, 11 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-14
2017,vuelta-a-espana,stage-15,03 September 2017, 129.4 km,36.14 km/h, 367,3549,,899, 6 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-15
2017,vuelta-a-espana,stage-16,05 September 2017, 40.2 km,51.32 km/h, 22,411,,899, 6 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-16
2017,vuelta-a-espana,stage-17,06 September 2017, 180.5 km,37.49 km/h, 328,4022,,899, 5.3 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-17
2017,vuelta-a-espana,stage-18,07 September 2017, 169 km,40.62 km/h, 213,3476,,899, 0.7 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-18
2017,vuelta-a-espana,stage-19,08 September 2017, 149.7 km,41.63 km/h, 134,2484,,899, Sprint of small group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-19
2017,vuelta-a-espana,stage-20,09 September 2017, 117.5 km,33.33 km/h, 504,3817,,899, 5.5 km solo,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-20
2017,vuelta-a-espana,stage-21,10 September 2017, 117.6 km,37.85 km/h, 9,913,,899, Sprint of large group,https://www.procyclingstats.com/race/vuelta-a-espana/2017/stage-21
2017,cyclassics-hamburg,one_day,20 August 2017, 220.9 km,41.96 km/h, 31,1236,,651, Sprint of large group,https://www.procyclingstats.com/race/cyclassics-hamburg/2017/result
2017,bretagne-classic,one_day,27 August 2017, 239.7 km,40.9 km/h, 98,3176,,977, Sprint of large group,https://www.procyclingstats.com/race/bretagne-classic/2017/result
2017,gp-quebec,one_day,08 September 2017, 201.6 km,40.25 km/h, 81,2824,,824, Sprint of large group,https://www.procyclingstats.com/race/gp-quebec/2017/result
2017,gp-montreal,one_day,10 September 2017, 205.7 km,38.27 km/h, 177,3779,,824, Sprint of small group,https://www.procyclingstats.com/race/gp-montreal/2017/result
2017,il-lombardia,one_day,07 October 2017, 247 km,39.47 km/h, 279,4115,,1134, 12.9 km solo,https://www.procyclingstats.com/race/il-lombardia/2017/result
2017,tour-of-turkey,stage-1,10 October 2017, 176.7 km,44.65 km/h, 17,778,,130, Sprint of large group,https://www.procyclingstats.com/race/tour-of-turkey/2017/stage-1
2017,tour-of-turkey,stage-2,11 October 2017, 205 km,33.97 km/h, 62,2624,,130, Sprint of large group,https://www.procyclingstats.com/race/tour-of-turkey/2017/stage-2
2017,tour-of-turkey,stage-3,12 October 2017, 128.6 km,37.56 km/h, 90,1697,,130, Sprint of large group,https://www.procyclingstats.com/race/tour-of-turkey/2017/stage-3
2017,tour-of-turkey,stage-4,13 October 2017, 204.1 km,36.44 km/h, 150,2762,,130, Sprint of large group,https://www.procyclingstats.com/race/tour-of-turkey/2017/stage-4
2017,tour-of-turkey,stage-5,14 October 2017, 166 km,40.35 km/h, 49,1335,,130, Sprint of large group,https://www.procyclingstats.com/race/tour-of-turkey/2017/stage-5
2017,tour-of-turkey,stage-6,15 October 2017, 143.7 km,42.15 km/h, 32,1402,,130, Sprint of large group,https://www.procyclingstats.com/race/tour-of-turkey/2017/stage-6
2017,tour-of-guangxi,stage-1,19 October 2017, 107.4 km,46.02 km/h, 14,339,,479, Sprint of large group,https://www.procyclingstats.com/race/tour-of-guangxi/2017/stage-1
2017,tour-of-guangxi,stage-2,20 October 2017, 156.7 km,41.99 km/h, 14,833,,479, Sprint of large group,https://www.procyclingstats.com/race/tour-of-guangxi/2017/stage-2
2017,tour-of-guangxi,stage-3,21 October 2017, 125.4 km,46.46 km/h, 11,798,,479, Sprint of large group,https://www.procyclingstats.com/race/tour-of-guangxi/2017/stage-3
2017,tour-of-guangxi,stage-4,22 October 2017, 151 km,44.56 km/h, 56,1178,,479, 0.4 km solo,https://www.procyclingstats.com/race/tour-of-guangxi/2017/stage-4
2017,tour-of-guangxi,stage-5,23 October 2017, 212.2 km,41.83 km/h, 54,1509,,479, Sprint of large group,https://www.procyclingstats.com/race/tour-of-guangxi/2017/stage-5
2017,tour-of-guangxi,stage-6,24 October 2017, 168.1 km,44.53 km/h, 23,969,,479, Sprint of large group,https://www.procyclingstats.com/race/tour-of-guangxi/2017/stage-6
2018,tour-down-under,stage-1,16 January 2018, 145 km,37.77 km/h, 22,1290,,517, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2018/stage-1
2018,tour-down-under,stage-2,17 January 2018, 148.6 km,36.55 km/h, 80,2347,,517, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2018/stage-2
2018,tour-down-under,stage-3,18 January 2018, 120.5 km,39.15 km/h, 28,1142,,517, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2018/stage-3
2018,tour-down-under,stage-4,19 January 2018, 128.2 km,38.25 km/h, 62,1625,,517, Sprint of small group,https://www.procyclingstats.com/race/tour-down-under/2018/stage-4
2018,tour-down-under,stage-5,20 January 2018, 151.5 km,40.88 km/h, 87,1385,,517, 1.1 km solo,https://www.procyclingstats.com/race/tour-down-under/2018/stage-5
2018,tour-down-under,stage-6,21 January 2018, 90 km,44.51 km/h, 9,646,,517, Sprint of large group,https://www.procyclingstats.com/race/tour-down-under/2018/stage-6
2018,great-ocean-race,one_day,28 January 2018, 164 km,40.33 km/h, 114,2018,,278, Sprint of small group,https://www.procyclingstats.com/race/great-ocean-race/2018/result
2018,abu-dhabi-tour,stage-1,21 February 2018, 189 km,39.32 km/h, 13,1070,,757, Sprint of large group,https://www.procyclingstats.com/race/abu-dhabi-tour/2018/stage-1
2018,abu-dhabi-tour,stage-2,22 February 2018, 154 km,47.26 km/h, 0,217,,757, Sprint of large group,https://www.procyclingstats.com/race/abu-dhabi-tour/2018/stage-2
2018,abu-dhabi-tour,stage-3,23 February 2018, 133 km,43.63 km/h, 1,349,,757, Sprint of large group,https://www.procyclingstats.com/race/abu-dhabi-tour/2018/stage-3
2018,abu-dhabi-tour,stage-4,24 February 2018, 12.6 km,52.68 km/h, 0,24,,757, Sprint of large group,https://www.procyclingstats.com/race/abu-dhabi-tour/2018/stage-4
2018,abu-dhabi-tour,stage-5,25 February 2018, 199 km,42.83 km/h, 150,1432,,757, Sprint à deux,https://www.procyclingstats.com/race/abu-dhabi-tour/2018/stage-5
2018,omloop-het-nieuwsblad,one_day,24 February 2018, 196.2 km,40.56 km/h, 58,1652,,727, 2.2 km solo,https://www.procyclingstats.com/race/omloop-het-nieuwsblad/2018/result
2018,strade-bianche,one_day,03 March 2018, 184 km,36.37 km/h, 155,2990,,902, 12.3 km solo,https://www.procyclingstats.com/race/strade-bianche/2018/result
2018,paris-nice,stage-1,04 March 2018, 135 km,43.17 km/h, 46,1224,,936, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2018/stage-1
2018,paris-nice,stage-2,05 March 2018, 187 km,38.49 km/h, 4,640,,936, Sprint of large group,https://www.procyclingstats.com/race/paris-nice/2018/stage-2
2018,paris-nice,stage-3,06 March 2018, 210 km,39.03 km/h, 79,2380,,936, Sprint of small group,https://www.procyclingstats.com/race/paris-nice/2018/stage-3
2018,paris-nice,stage-4,07 March 2018, 18.4 km,43.21 km/h, 30,383,,936, Sprint of small group,https://www.procyclingstats.com/race/paris-nice/2018/stage-4
2018,paris-nice,stage-5,08 March 2018, 163.5 km,41.32 km/h, 94,2611,,936, Sprint à deux,https://www.procyclingstats.com/race/paris-nice/2018/stage-5
2018,paris-nice,stage-6,09 March 2018, 198 km,42.42 km/h, 153,3189,,936, 1.3 km solo,https://www.procyclingstats.com/race/paris-nice/2018/stage-6
2018,paris-nice,stage-7,10 March 2018, 175 km,34.66 km/h, 274,4044,,936, 1.5 km solo,https://www.procyclingstats.com/race/paris-nice/2018/stage-7
2018,paris-nice,stage-8,11 March 2018, 110 km,38.13 km/h, 145,2165,,936, Sprint à deux,https://www.procyclingstats.com/race/paris-nice/2018/stage-8
2018,tirreno-adriatico,stage-1,07 March 2018, 21.5 km,57.8 km/h, 0,15,,1196, Sprint à deux,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-1
2018,tirreno-adriatico,stage-2,08 March 2018, 167 km,39.7 km/h, 6,776,,1196, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-2
2018,tirreno-adriatico,stage-3,09 March 2018, 239 km,37.2 km/h, 126,3177,,1196, 1 km solo,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-3
2018,tirreno-adriatico,stage-4,10 March 2018, 219 km,34.38 km/h, 316,4704,,1196, Sprint of small group,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-4
2018,tirreno-adriatico,stage-5,11 March 2018, 178 km,41.62 km/h, 133,1946,,1196, 4 km solo,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-5
2018,tirreno-adriatico,stage-6,12 March 2018, 153 km,39.93 km/h, 43,1933,,1196, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-6
2018,tirreno-adriatico,stage-7,13 March 2018, 10.05 km,53.68 km/h, 0,9,,1196, Sprint of large group,https://www.procyclingstats.com/race/tirreno-adriatico/2018/stage-7
2018,milano-sanremo,one_day,17 March 2018, 294 km,40.21 km/h, 61,2143,,1096, 7.1 km solo,https://www.procyclingstats.com/race/milano-sanremo/2018/result
2018,volta-a-catalunya,stage-1,19 March 2018, 152.3 km,41.63 km/h, 94,2612,,659, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-1
2018,volta-a-catalunya,stage-2,20 March 2018, 175.6 km,37.38 km/h, 118,3221,,659, Sprint of large group,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-2
2018,volta-a-catalunya,stage-3,21 March 2018, 153.2 km,36.22 km/h, 119,2782,,659, ? km solo,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-3
2018,volta-a-catalunya,stage-4,22 March 2018, 170.8 km,38.54 km/h, 290,4173,,659, Sprint à deux,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-4
2018,volta-a-catalunya,stage-5,23 March 2018, 212.9 km,39.81 km/h, 170,3681,,659, 0.8 km solo,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-5
2018,volta-a-catalunya,stage-6,24 March 2018, 117 km,45.46 km/h, 52,1469,,659, Sprint à deux,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-6
2018,volta-a-catalunya,stage-7,25 March 2018, 154.8 km,44.64 km/h, 118,2008,,659, 5.3 km solo,https://www.procyclingstats.com/race/volta-a-catalunya/2018/stage-7
2018,e3-harelbeke,one_day,23 March 2018, 206.5 km,40.81 km/h, 46,1859,,850, 30 km solo,https://www.procyclingstats.com/race/e3-harelbeke/2018/result
2018,gent-wevelgem,one_day,25 March 2018, 251.1 km,42.61 km/h, 46,1532,,867, Sprint of small group,https://www.procyclingstats.com/race/gent-wevelgem/2018/result
2018,dwars-door-vlaanderen,one_day,28 March 2018, 180 km,43.26 km/h, 55,1313,,853, 0.8 km solo,https://www.procyclingstats.com/race/dwars-door-vlaanderen/2018/result
2018,ronde-van-vlaanderen,one_day,01 April 2018, 264.7 km,41.64 km/h, 78,2166,,920, 19 km solo,https://www.procyclingstats.com/race/ronde-van-vlaanderen/2018/result
2018,itzulia-basque-country,stage-1,02 April 2018, 162.1 km,37.73 km/h, 162,2820,,824, Sprint à deux,https://www.procyclingstats.com/race/itzulia-basque-country/2018/stage-1
2018,itzulia-basque-country,stage-2,03 April 2018, 166.7 km,39.72 km/h, 222,3232,,824, Sprint of small group,https://www.procyclingstats.com/race/itzulia-basque-country/2018/stage-2
2018,itzulia-basque-country,stage-3,04 April 2018, 184.8 km,38.28 km/h, 106,2988,,824, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2018/stage-3
2018,itzulia-basque-country,stage-4,05 April 2018, 19.4 km,51.89 km/h, 3,63,,824, Sprint of large group,https://www.procyclingstats.com/race/itzulia-basque-country/2018/stage-4
2018,itzulia-basque-country,stage-5,06 April 2018, 164.7 km,42.23 km/h, 176,2269,,824, Sprint of small group,https://www.procyclingstats.com/race/itzulia-basque-country/2018/stage-5
2018,itzulia-basque-country,stage-6,07 April 2018, 122.2 km,37.15 km/h, 261,2853,,824, 5 km solo,https://www.procyclingstats.com/race/itzulia-basque-country/2018/stage-6
2018,paris-roubaix,one_day,08 April 2018, 257 km,43.55 km/h, 4,1309,,811, Sprint à deux,https://www.procyclingstats.com/race/paris-roubaix/2018/result
2018,amstel-gold-race,one_day,15 April 2018, 263 km,39.94 km/h, 103,3496,,1139, Sprint à deux,https://www.procyclingstats.com/race/amstel-gold-race/2018/result
2018,la-fleche-wallone,one_day,18 April 2018, 198.5 km,40.56 km/h, 187,3257,,1053, 0.3 km solo,https://www.procyclingstats.com/race/la-fleche-wallone/2018/result
2018,liege-bastogne-liege,one_day,22 April 2018, 258.5 km,40.31 km/h, 178,4109,,1168, 18 km solo,https://www.procyclingstats.com/race/liege-bastogne-liege/2018/result
2018,tour-de-romandie,prologue,24 April 2018, 4.02 km,43.46 km/h, 10,102,,566, 18 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2018/prologue
2018,tour-de-romandie,stage-1,25 April 2018, 166.6 km,41.02 km/h, 128,2486,,566, Sprint of large group,https://www.procyclingstats.com/race/tour-de-romandie/2018/stage-1
2018,tour-de-romandie,stage-2,26 April 2018, 173.9 km,42.92 km/h, 68,2195,,566, 26.2 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2018/stage-2
2018,tour-de-romandie,stage-3,27 April 2018, 9.9 km,23.603 km/h, 155,781,,566, 26.2 km solo,https://www.procyclingstats.com/race/tour-de-romandie/2018/stage-3
