url,name,nationality,weight,height,one_day,gc,tt,sprint,climber,hills
https://www.procyclingstats.com/rider/victor-vercouillie,Victor  Vercouillie,Belgium, 66 kg   , 1.82 m,10,18,38,0,2,9
https://www.procyclingstats.com/rider/giampaolo-cheula,Giampaolo  Cheula,Italy, 62 kg   , 1.78 m,461,705,30,0,80,19
https://www.procyclingstats.com/rider/jasper-de-buyst,Jasper De Buyst,Belgium, 72 kg   , 1.79 m,1668,675,128,902,148,863
https://www.procyclingstats.com/rider/luis-leon-sanchez,Luis León  Sánchez,Spain, 73 kg   , 1.86 m,2016,5925,2995,72,3076,2537
https://www.procyclingstats.com/rider/loic-vliegen,Loïc  Vliegen,Belgium, 70 kg   , 1.84 m,946,786,27,175,172,550
https://www.procyclingstats.com/rider/andoni-lopez-de-abetxuko-jimenez,Andoni  López de Abetxuko,Spain, 74 kg   , 1.85 m,17,0,0,145,0,119
https://www.procyclingstats.com/rider/christophe-brandt,Christophe  Brandt,Belgium, 66 kg   , 1.82 m,732,605,50,10,255,224
https://www.procyclingstats.com/rider/gavin-mannion,Gavin  Mannion,United States, 58 kg   , 1.75 m,61,705,477,34,297,350
https://www.procyclingstats.com/rider/lorenzo-rota,Lorenzo  Rota,Italy, 62 kg   , 1.73 m,1796,792,23,64,1087,1182
https://www.procyclingstats.com/rider/gabriele-bosisio,Gabriele  Bosisio,Italy,,,829,261,299,0,256,116
https://www.procyclingstats.com/rider/cristian-munoz,Cristian Camilo  Muñoz,Colombia, 63 kg   , 1.80 m,18,45,6,8,62,24
https://www.procyclingstats.com/rider/asbjorn-kragh-andersen,Asbjørn  Kragh Andersen,Denmark, 72 kg   , 1.82 m,158,116,135,140,6,57
https://www.procyclingstats.com/rider/david-boily,David  Boily,Canada, 60 kg   , 1.80 m,13,28,24,0,5,0
https://www.procyclingstats.com/rider/marco-frapporti,Marco  Frapporti,Italy, 69 kg   , 1.79 m,563,374,62,14,93,81
https://www.procyclingstats.com/rider/pierre-henri-lecuisinier,Pierre-Henri  Lecuisinier,France, 65 kg   , 1.76 m,10,74,72,0,8,18
https://www.procyclingstats.com/rider/kamil-malecki,Kamil  Małecki,Poland, 69 kg   , 1.74 m,182,316,170,194,115,148
https://www.procyclingstats.com/rider/nathan-elliott,Nathan  Elliott,Australia,,,22,0,79,6,1,0
https://www.procyclingstats.com/rider/vincent-van-hemelen,Vincent Van Hemelen,Belgium, 72 kg   , 1.91 m,37,18,50,22,8,40
https://www.procyclingstats.com/rider/thomas-rohregger,Thomas  Rohregger,Austria, 63 kg   , 1.76 m,146,795,96,20,254,188
https://www.procyclingstats.com/rider/ulises-alfredo-castillo,Ulises Alfredo  Castillo,Mexico, 72 kg   ,,148,71,46,98,10,74
https://www.procyclingstats.com/rider/lorenzo-fortunato,Lorenzo  Fortunato,Italy, 57 kg   , 1.70 m,199,1332,0,14,1200,166
https://www.procyclingstats.com/rider/pedro-autran-dourado-dutra-nicacio,Pedro  Nicácio,Brazil, 72 kg   , 1.88 m,5,108,717,0,4,0
https://www.procyclingstats.com/rider/michal-golas,Michał  Gołaś,Poland, 65 kg   , 1.80 m,888,625,68,6,172,206
https://www.procyclingstats.com/rider/leonardo-tortomasi,Leonardo  Tortomasi,Italy,,,5,5,0,1,1,12
https://www.procyclingstats.com/rider/liam-slock,Liam  Slock,Belgium, 78 kg   , 1.88 m,119,105,3,30,9,73
https://www.procyclingstats.com/rider/dmitry-strakhov,Dmitry  Strakhov,Russia, 70 kg   , 1.85 m,193,361,44,100,106,216
https://www.procyclingstats.com/rider/dmitriy-fofonov,Dmitriy  Fofonov,Kazakhstan, 65 kg   , 1.75 m,1116,1182,328,41,588,402
https://www.procyclingstats.com/rider/edwig-cammaerts,Edwig  Cammaerts,Belgium, 74 kg   , 1.83 m,201,72,0,0,0,0
https://www.procyclingstats.com/rider/antoine-duchesne,Antoine  Duchesne,Canada, 75 kg   , 1.90 m,321,276,20,4,7,52
https://www.procyclingstats.com/rider/grega-bole,Grega  Bole,Slovenia, 69 kg   , 1.77 m,1896,1222,198,180,460,1050
https://www.procyclingstats.com/rider/julien-berard,Julien  Bérard,France, 70 kg   , 1.85 m,301,295,1,0,56,23
https://www.procyclingstats.com/rider/andrei-krasilnikau,Andrei  Krasilnikau,Belarus,,,38,42,173,87,25,1
https://www.procyclingstats.com/rider/owen-geleijn,Owen  Geleijn,Netherlands,, 1.86 m,11,14,0,17,0,16
https://www.procyclingstats.com/rider/florian-stalder,Florian  Stalder,Switzerland, 58 kg   , 1.72 m,238,233,103,0,40,34
https://www.procyclingstats.com/rider/eugenio-alafaci,Eugenio  Alafaci,Italy, 77 kg   , 1.87 m,104,130,0,28,2,0
https://www.procyclingstats.com/rider/jens-wallays,Jens  Wallays,Belgium, 64 kg   , 1.76 m,26,0,3,0,0,1
https://www.procyclingstats.com/rider/albert-timmer,Albert  Timmer,Netherlands, 77 kg   , 1.86 m,165,472,134,236,62,4
https://www.procyclingstats.com/rider/mikkel-bjerg,Mikkel  Bjerg,Denmark, 78 kg   , 1.90 m,466,429,2295,140,116,322
https://www.procyclingstats.com/rider/ildar-arslanov,Ildar  Arslanov,Russia, 63 kg   , 1.85 m,70,308,52,2,142,72
https://www.procyclingstats.com/rider/jefferson-cepeda-hernandez,Jefferson Alveiro  Cepeda,Ecuador, 61 kg   , 1.70 m,405,510,200,0,318,193
https://www.procyclingstats.com/rider/awet-gebremedhin-andemeskel,Awet  Gebremedhin,Sweden, 58.5 kg   , 1.76 m,30,81,2,6,54,46
https://www.procyclingstats.com/rider/matteo-spreafico,Matteo  Spreafico,Italy, 69 kg   , 1.84 m,14,85,96,4,12,38
https://www.procyclingstats.com/rider/riccardo-minali,Riccardo  Minali,Italy, 74 kg   , 1.80 m,323,130,0,1024,5,237
https://www.procyclingstats.com/rider/dries-de-pooter,Dries De Pooter,Belgium, 61 kg   , 1.82 m,73,30,0,86,30,53
https://www.procyclingstats.com/rider/benat-txoperena,Beñat  Txoperena,Spain, 67 kg   , 1.80 m,14,79,19,0,10,19
https://www.procyclingstats.com/rider/aaron-verwilst,Aaron  Verwilst,Belgium, 68 kg   , 1.81 m,76,5,2,14,2,12
https://www.procyclingstats.com/rider/ryan-anderson,Ryan  Anderson,Canada, 66 kg   , 1.75 m,347,199,95,56,8,36
https://www.procyclingstats.com/rider/alexandre-moos,Alexandre  Moos,Switzerland, 64 kg   , 1.74 m,572,1386,704,14,522,88
https://www.procyclingstats.com/rider/mikel-retegi,Mikel  Retegi,Spain, 64 kg   , 1.77 m,0,9,0,0,20,34
https://www.procyclingstats.com/rider/kevin-vermaerke,Kevin  Vermaerke,United States, 67 kg   , 1.81 m,540,575,11,14,460,520
https://www.procyclingstats.com/rider/tom-peterson,Tom  Peterson,United States, 70 kg   , 1.80 m,71,486,7,0,118,1
https://www.procyclingstats.com/rider/nigel-ellsay,Nigel  Ellsay,Canada,, 1.83 m,39,95,129,4,14,22
https://www.procyclingstats.com/rider/julian-dean,Julian  Dean,New Zealand, 72 kg   , 1.78 m,1123,692,54,760,106,285
https://www.procyclingstats.com/rider/rui-oliveira,Rui  Oliveira,Portugal, 66 kg   , 1.83 m,526,151,26,372,44,532
https://www.procyclingstats.com/rider/sebastian-lander,Sebastian  Lander,Denmark, 70 kg   , 1.75 m,138,35,3,45,4,18
https://www.procyclingstats.com/rider/loe-van-belle,Loe van Belle,Netherlands,, 1.84 m,56,22,95,85,28,60
https://www.procyclingstats.com/rider/dimitri-claeys,Dimitri  Claeys,Belgium, 77 kg   , 1.91 m,1317,489,121,77,79,459
https://www.procyclingstats.com/rider/jeremy-maison,Jérémy  Maison,France, 61 kg   , 1.80 m,11,147,36,0,109,37
https://www.procyclingstats.com/rider/oscar-onley,Oscar  Onley,Great Britain, 62 kg   , 1.73 m,122,995,127,5,678,520
https://www.procyclingstats.com/rider/svein-tuft,Svein  Tuft,Canada, 77 kg   , 1.75 m,400,1015,2902,0,33,11
https://www.procyclingstats.com/rider/frederik-backaert,Frederik  Backaert,Belgium, 78 kg   , 1.88 m,534,398,10,154,56,175
https://www.procyclingstats.com/rider/ralf-matzka,Ralf  Matzka,Germany, 69 kg   , 1.77 m,221,37,25,3,3,33
https://www.procyclingstats.com/rider/lionel-taminiaux,Lionel  Taminiaux,Belgium, 74 kg   , 1.73 m,1057,55,23,978,58,390
https://www.procyclingstats.com/rider/graeme-brown,Graeme Allen  Brown,Australia, 76 kg   , 1.80 m,1571,243,62,269,16,142
https://www.procyclingstats.com/rider/joaquin-novoa-mendez,Joaquín  Novoa,Spain,,,0,5,0,0,0,0
https://www.procyclingstats.com/rider/alessandro-bertolini,Alessandro  Bertolini,Italy, 63 kg   , 1.71 m,2768,500,38,84,464,261
https://www.procyclingstats.com/rider/domenico-pozzovivo,Domenico  Pozzovivo,Italy, 53 kg   , 1.65 m,2678,6519,819,45,6308,1833
https://www.procyclingstats.com/rider/eric-berthou,Eric  Berthou,France, 72 kg   , 1.87 m,129,120,121,0,20,9
https://www.procyclingstats.com/rider/filippo-baggio,Filippo  Baggio,Italy,,,190,29,0,0,4,18
https://www.procyclingstats.com/rider/stijn-steels,Stijn  Steels,Belgium, 78 kg   , 1.82 m,326,42,37,49,5,40
https://www.procyclingstats.com/rider/clement-alleno,Clément  Alleno,France, 69 kg   , 1.80 m,50,30,2,44,10,69
https://www.procyclingstats.com/rider/dylan-proctor-parker,Dylan  Proctor-Parker,Australia,, 1.84 m,8,0,0,3,0,0
https://www.procyclingstats.com/rider/marco-canola,Marco  Canola,Italy, 66 kg   , 1.80 m,1293,421,159,426,359,1076
https://www.procyclingstats.com/rider/kasper-klostergaard,Kasper  Klostergaard,Denmark, 69 kg   , 1.82 m,166,239,5,0,8,0
https://www.procyclingstats.com/rider/nils-eekhoff,Nils  Eekhoff,Netherlands, 75 kg   , 1.92 m,561,279,222,588,0,256
https://www.procyclingstats.com/rider/roberto-gonzalez,Roberto Carlos  González,Panama,,,41,16,104,16,8,51
https://www.procyclingstats.com/rider/carlos-betancur,Carlos  Betancur,Colombia, 60 kg   , 1.67 m,1214,1583,285,9,1592,712
https://www.procyclingstats.com/rider/bruno-langlois,Bruno  Langlois,Canada,,,170,50,149,48,14,20
https://www.procyclingstats.com/rider/andrea-fedi,Andrea  Fedi,Italy, 70 kg   , 1.84 m,727,22,32,3,42,17
https://www.procyclingstats.com/rider/giacomo-villa,Giacomo  Villa,Italy,,,38,0,0,0,54,82
https://www.procyclingstats.com/rider/matthias-brandle,Matthias  Brändle,Austria, 80 kg   , 1.90 m,474,998,3041,38,104,214
https://www.procyclingstats.com/rider/gregory-rast,Grégory  Rast,Switzerland, 80 kg   , 1.86 m,1755,919,403,32,37,238
https://www.procyclingstats.com/rider/michael-woods,Michael  Woods,Canada, 64 kg   , 1.75 m,3203,2225,40,34,4484,1710
https://www.procyclingstats.com/rider/kevin-de-mesmaeker,Kevin De Mesmaeker,Belgium, 68 kg   , 1.76 m,10,0,0,0,0,0
https://www.procyclingstats.com/rider/miguel-angel-lopez,Miguel Ángel  López,Colombia, 59 kg   , 1.64 m,326,3497,752,122,4108,856
https://www.procyclingstats.com/rider/sean-flynn,Sean  Flynn,Great Britain, 67 kg   , 1.77 m,105,196,20,136,55,182
https://www.procyclingstats.com/rider/igor-boev,Igor  Boev,Russia, 74 kg   , 1.86 m,178,96,8,29,13,47
https://www.procyclingstats.com/rider/alessandro-fedeli,Alessandro  Fedeli,Italy, 65 kg   , 1.76 m,480,95,25,124,115,471
https://www.procyclingstats.com/rider/nicolas-vinokurov,Nicolas  Vinokurov,Kazakhstan, 65 kg   , 1.84 m,58,67,26,26,28,54
https://www.procyclingstats.com/rider/raphael-freienstein,Raphael  Freienstein,Germany,,,26,47,19,2,10,15
https://www.procyclingstats.com/rider/cees-bol,Cees  Bol,Netherlands, 83 kg   , 1.94 m,726,572,306,1430,39,714
https://www.procyclingstats.com/rider/thierry-hupond,Thierry  Hupond,France, 65 kg   , 1.78 m,252,319,24,12,52,20
https://www.procyclingstats.com/rider/artem-shmidt,Artem  Shmidt,United States, 76 kg   , 1.91 m,24,5,10,24,6,33
https://www.procyclingstats.com/rider/quentin-valognes,Quentin  Valognes,France,, 1.75 m,0,0,0,4,0,0
https://www.procyclingstats.com/rider/zhen-li,Zhen  Li,China,,,1,0,0,42,0,0
https://www.procyclingstats.com/rider/leszek-plucinski,Leszek  Pluciński,Poland, 59 kg   , 1.75 m,19,168,67,0,32,10
https://www.procyclingstats.com/rider/ben-wolfe,Ben  Wolfe,United States,,,0,12,85,8,0,4
https://www.procyclingstats.com/rider/miguel-heidemann,Miguel  Heidemann,Germany,, 1.86 m,24,53,261,31,24,18
https://www.procyclingstats.com/rider/luis-carlos-chia-bermudez,Luis Carlos  Chia,Colombia,,,1,37,0,223,0,31
https://www.procyclingstats.com/rider/luke-keough,Luke  Keough,United States, 68 kg   , 1.75 m,0,0,0,50,4,0
https://www.procyclingstats.com/rider/marco-pinotti,Marco  Pinotti,Italy, 67 kg   , 1.76 m,434,1944,4249,435,816,544
https://www.procyclingstats.com/rider/filippo-tagliani,Filippo  Tagliani,Italy, 70 kg   , 1.80 m,56,89,68,130,16,115
https://www.procyclingstats.com/rider/felix-gros,Felix  Groß,Germany, 71 kg   , 1.84 m,50,11,54,98,0,46
https://www.procyclingstats.com/rider/nikolay-trusov,Nikolay  Trusov,Russia, 77 kg   , 1.86 m,378,404,459,165,12,199
https://www.procyclingstats.com/rider/jelle-wallays,Jelle  Wallays,Belgium, 77 kg   , 1.85 m,1152,590,157,224,99,42
https://www.procyclingstats.com/rider/dario-david-cioni,Dario David  Cioni,Italy, 72 kg   , 1.85 m,161,1633,1051,48,574,440
https://www.procyclingstats.com/rider/hamish-schreurs,Hamish  Schreurs,New Zealand, 69 kg   , 1.79 m,14,38,38,9,3,15
https://www.procyclingstats.com/rider/mattia-gavazzi,Mattia  Gavazzi,Italy, 70 kg   , 1.71 m,359,115,32,154,49,0
https://www.procyclingstats.com/rider/nils-brun,Nils  Brun,Switzerland, 64 kg   ,,36,23,0,0,15,16
https://www.procyclingstats.com/rider/enrique-mata-cabello,Enrique  Mata,Spain, 72 kg   , 1.83 m,155,51,2,23,4,63
https://www.procyclingstats.com/rider/pablo-torres,Pablo  Torres,Spain, 63.5 kg   , 1.74 m,83,174,0,4,71,70
https://www.procyclingstats.com/rider/alexis-guerin,Alexis  Guerin,France, 64 kg   , 1.76 m,143,402,139,52,246,180
https://www.procyclingstats.com/rider/neil-van-der-ploeg,Neil Van Der Ploeg,Australia,,,212,156,296,35,7,24
https://www.procyclingstats.com/rider/andrea-peron,Andrea  Peron,Italy, 70 kg   , 1.78 m,151,78,30,294,4,164
https://www.procyclingstats.com/rider/michael-carbel,Michael  Carbel,Denmark, 73 kg   , 1.80 m,166,12,10,84,2,83
https://www.procyclingstats.com/rider/christopher-juul-jensen,Christopher  Juul-Jensen,Denmark, 73 kg   , 1.83 m,697,1122,357,2,154,218
https://www.procyclingstats.com/rider/jakub-mareczko,Jakub  Mareczko,Italy, 67 kg   , 1.69 m,502,385,20,2876,4,244
https://www.procyclingstats.com/rider/garikoitz-bravo,Garikoitz  Bravo,Spain, 61 kg   , 1.74 m,255,516,35,47,136,116
https://www.procyclingstats.com/rider/robbie-hucker,Robbie  Hucker,Australia, 68 kg   , 1.81 m,99,383,175,50,95,198
https://www.procyclingstats.com/rider/rudy-porter,Rudy  Porter,Australia, 66 kg   , 1.79 m,33,86,1,18,63,31
https://www.procyclingstats.com/rider/ruben-guerreiro,Ruben  Guerreiro,Portugal, 65 kg   , 1.78 m,724,1507,36,111,1652,1200
https://www.procyclingstats.com/rider/filippo-zaccanti,Filippo  Zaccanti,Italy,,,14,154,7,0,42,52
https://www.procyclingstats.com/rider/soren-waerenskjold,Søren  Wærenskjold,Norway, 92 kg   , 1.95 m,539,620,764,511,28,170
https://www.procyclingstats.com/rider/antonio-cabello-baena,Antonio  Cabello,Spain, 67 kg   , 1.79 m,0,20,1,0,6,0
https://www.procyclingstats.com/rider/maarten-wynants,Maarten  Wynants,Belgium, 74 kg   , 1.90 m,1352,596,127,114,32,74
https://www.procyclingstats.com/rider/giairo-ermeti,Giairo  Ermeti,Italy, 60 kg   , 1.74 m,466,137,86,2,40,0
https://www.procyclingstats.com/rider/quentin-venner,Quentin  Venner,Belgium, 66 kg   , 1.80 m,0,0,0,0,0,0
https://www.procyclingstats.com/rider/arnaud-gerard,Arnaud  Gérard,France, 70 kg   , 1.84 m,779,503,468,0,66,60
https://www.procyclingstats.com/rider/rasmus-guldhammer,Rasmus  Guldhammer,Denmark, 66 kg   , 1.83 m,598,717,84,41,106,200
https://www.procyclingstats.com/rider/michel-hessmann,Michel  Hessmann,Germany, 78 kg   , 1.91 m,27,75,45,14,46,87
https://www.procyclingstats.com/rider/julian-kern,Julian  Kern,Germany, 65 kg   , 1.81 m,98,78,7,0,14,17
https://www.procyclingstats.com/rider/sergio-luis-henao,Sergio  Henao,Colombia, 61 kg   , 1.70 m,1621,3598,561,511,3050,1570
https://www.procyclingstats.com/rider/jan-christen,Jan  Christen,Switzerland, 60 kg   , 1.83 m,408,79,175,31,168,218
https://www.procyclingstats.com/rider/daniel-lloyd1,Daniel  Lloyd,Great Britain, 70 kg   , 1.87 m,142,383,99,0,13,2
https://www.procyclingstats.com/rider/amael-moinard,Amaël  Moinard,France, 69 kg   , 1.80 m,360,1396,135,0,597,212
https://www.procyclingstats.com/rider/leopold-konig,Leopold  König,Czech Republic, 62 kg   , 1.78 m,256,1417,661,8,1297,166
https://www.procyclingstats.com/rider/jesper-hansen-1,Jesper  Hansen,Denmark, 60 kg   , 1.72 m,65,1247,8,4,374,163
https://www.procyclingstats.com/rider/pawel-cieslik,Paweł  Cieślik,Poland, 65 kg   , 1.76 m,114,510,96,40,202,84
https://www.procyclingstats.com/rider/colin-stussi,Colin  Stüssi,Switzerland, 68 kg   , 1.87 m,106,478,131,45,276,194
https://www.procyclingstats.com/rider/campbell-flakemore,Campbell  Flakemore,Australia, 72 kg   , 1.86 m,15,26,314,0,0,0
https://www.procyclingstats.com/rider/alexander-serov,Alexander  Serov,Russia, 77 kg   , 1.89 m,71,149,575,32,18,86
https://www.procyclingstats.com/rider/christophe-masson,Christophe  Masson,France, 68 kg   , 1.81 m,54,16,0,6,0,7
https://www.procyclingstats.com/rider/tomas-kopecky,Tomáš  Kopecký,Czech Republic, 73 kg   , 1.91 m,39,114,106,94,5,21
https://www.procyclingstats.com/rider/valentin-retailleau,Valentin  Retailleau,France, 64 kg   , 1.81 m,66,33,0,73,28,127
https://www.procyclingstats.com/rider/victor-lafay,Victor  Lafay,France, 65 kg   , 1.77 m,486,536,13,13,630,506
https://www.procyclingstats.com/rider/lars-boom,Lars  Boom,Netherlands, 75 kg   , 1.91 m,1484,2101,2981,473,145,585
https://www.procyclingstats.com/rider/franck-osorio,Franck  Osorio,Colombia,,,0,0,40,0,2,0
https://www.procyclingstats.com/rider/szymon-sajnok,Szymon  Sajnok,Poland, 75 kg   , 1.83 m,305,106,298,456,33,231
https://www.procyclingstats.com/rider/jason-osborne,Jason  Osborne,Germany, 70 kg   , 1.78 m,40,148,80,0,108,82
https://www.procyclingstats.com/rider/brendan-canty,Brendan  Canty,Australia, 60 kg   , 1.70 m,143,171,45,0,101,37
https://www.procyclingstats.com/rider/james-moriarty,James  Moriarty,Australia,, 1.86 m,0,0,6,0,0,0
https://www.procyclingstats.com/rider/alexandre-pichot,Alexandre  Pichot,France, 72 kg   , 1.83 m,632,334,13,43,50,162
https://www.procyclingstats.com/rider/alberto-losada,Alberto  Losada,Spain, 69 kg   , 1.80 m,240,1094,226,0,378,236
https://www.procyclingstats.com/rider/sebastian-henao,Sebastián  Henao,Colombia, 57 kg   , 1.71 m,146,686,151,0,401,64
https://www.procyclingstats.com/rider/daniel-lopez,Daniel  López,Spain,,,69,8,0,358,0,21
https://www.procyclingstats.com/rider/tord-gudmestad,Tord  Gudmestad,Norway,, 1.87 m,295,8,9,398,0,71
https://www.procyclingstats.com/rider/javier-megias,Javier  Megías,Spain, 63 kg   , 1.73 m,252,323,32,14,118,102
https://www.procyclingstats.com/rider/gregory-habeaux,Grégory  Habeaux,Belgium, 68 kg   , 1.83 m,283,143,0,4,26,26
https://www.procyclingstats.com/rider/dmitriy-muravyev,Dmitriy  Muravyev,Kazakhstan, 75 kg   , 1.89 m,568,489,323,610,124,56
https://www.procyclingstats.com/rider/thomas-champion,Thomas  Champion,France, 70 kg   , 1.93 m,38,144,26,0,38,3
https://www.procyclingstats.com/rider/alessandro-vanotti,Alessandro  Vanotti,Italy, 70 kg   , 1.85 m,139,516,47,20,113,173
https://www.procyclingstats.com/rider/antwan-tolhoek,Antwan  Tolhoek,Netherlands, 61 kg   , 1.78 m,391,744,6,10,628,266
https://www.procyclingstats.com/rider/jens-reynders,Jens  Reynders,Belgium, 76 kg   , 1.84 m,356,10,1,260,1,29
https://www.procyclingstats.com/rider/andrea-di-renzo,Andrea Di Renzo,Italy, 62 kg   , 1.79 m,10,32,0,4,8,8
https://www.procyclingstats.com/rider/marco-frigo,Marco  Frigo,Italy, 65 kg   , 1.88 m,38,116,71,20,314,141
https://www.procyclingstats.com/rider/maarten-tjallingii,Maarten  Tjallingii,Netherlands, 81 kg   , 1.88 m,716,1305,1201,3,100,46
https://www.procyclingstats.com/rider/karel-vacek,Karel  Vacek,Czech Republic, 60 kg   , 1.78 m,5,28,0,0,124,36
https://www.procyclingstats.com/rider/michael-freiberg,Michael  Freiberg,Australia, 82 kg   , 1.92 m,48,42,241,160,3,40
https://www.procyclingstats.com/rider/orluis-aular,Orluis  Aular,Venezuela, 65 kg   , 1.76 m,651,374,539,526,263,868
https://www.procyclingstats.com/rider/youcef-reguigui,Youcef  Reguigui,Algeria, 69 kg   , 1.72 m,790,538,168,1024,86,396
https://www.procyclingstats.com/rider/tom-stubbe,Tom  Stubbe,Belgium, 66 kg   , 1.77 m,65,236,84,0,19,0
https://www.procyclingstats.com/rider/ruslan-pidgornyy,Ruslan  Pidgornyy,Ukraine, 72 kg   , 1.84 m,864,763,305,0,182,58
https://www.procyclingstats.com/rider/lilian-calmejane,Lilian  Calmejane,France, 70 kg   , 1.84 m,1061,1317,188,178,1055,1059
https://www.procyclingstats.com/rider/johann-van-zyl,Johann van Zyl,South Africa, 72 kg   , 1.90 m,55,119,87,6,2,0
https://www.procyclingstats.com/rider/german-dario-gomez,Germán Darío  Gómez,Colombia,,,28,35,37,0,44,38
https://www.procyclingstats.com/rider/steffen-radochla,Steffen  Radochla,Germany, 70 kg   , 1.73 m,1377,124,2,0,2,0
https://www.procyclingstats.com/rider/franco-pellizotti,Franco  Pellizotti,Italy, 64 kg   , 1.75 m,2674,3040,1011,46,3545,1383
https://www.procyclingstats.com/rider/tim-kerkhof,Tim  Kerkhof,Netherlands, 76 kg   , 1.90 m,67,9,0,26,0,6
https://www.procyclingstats.com/rider/aaron-van-der-beken,Aaron Van der Beken,Belgium, 66 kg   , 1.83 m,25,6,1,11,16,26
https://www.procyclingstats.com/rider/abel-balderstone-roumens,Abel  Balderstone,Spain, 61 kg   , 1.80 m,25,109,33,0,72,32
https://www.procyclingstats.com/rider/jesus-rosendo,Jesús  Rosendo,Spain, 66 kg   , 1.84 m,31,125,28,0,14,34
https://www.procyclingstats.com/rider/joey-rosskopf,Joey  Rosskopf,United States, 74 kg   , 1.86 m,285,706,1192,14,267,362
https://www.procyclingstats.com/rider/edward-fabian-diaz,Edward Fabián  Díaz,Colombia, 68 kg   , 1.73 m,30,6,0,0,3,0
https://www.procyclingstats.com/rider/matteo-jorgenson,Matteo  Jorgenson,United States, 69 kg   , 1.90 m,776,1642,494,107,1363,1006
https://www.procyclingstats.com/rider/rene-mandri,René  Mandri,Estonia, 66 kg   , 1.84 m,391,215,38,8,109,114
https://www.procyclingstats.com/rider/jonas-abrahamsen,Jonas  Abrahamsen,Norway, 78 kg   , 1.83 m,610,149,11,272,86,242
https://www.procyclingstats.com/rider/juan-pablo-forero,Juan Pablo  Forero,Colombia,,,104,4,26,0,8,0
https://www.procyclingstats.com/rider/matthew-goss,Matthew  Goss,Australia, 70 kg   , 1.78 m,1660,398,94,996,95,726
https://www.procyclingstats.com/rider/juan-jose-lobato,Juan José  Lobato,Spain, 64 kg   , 1.73 m,1342,623,79,648,179,972
https://www.procyclingstats.com/rider/huub-duijn,Huub  Duijn,Netherlands, 73 kg   , 1.84 m,927,595,225,156,153,336
https://www.procyclingstats.com/rider/yannick-martinez,Yannick  Martinez,France, 69 kg   , 1.76 m,611,164,2,76,64,170
https://www.procyclingstats.com/rider/giacomo-berlato,Giacomo  Berlato,Italy, 60 kg   , 1.69 m,32,90,77,4,12,6
https://www.procyclingstats.com/rider/thomas-stewart,Thomas  Stewart,Great Britain, 71 kg   , 1.82 m,228,101,17,140,6,62
https://www.procyclingstats.com/rider/joel-suter,Joel  Suter,Switzerland, 75 kg   , 1.90 m,110,82,303,22,44,160
https://www.procyclingstats.com/rider/quentin-jauregui,Quentin  Jauregui,France, 60 kg   , 1.76 m,556,156,0,70,71,212
https://www.procyclingstats.com/rider/nicolas-masbourian-parent,Nicolas  Masbourian,Canada,,,0,1,0,0,0,4
https://www.procyclingstats.com/rider/ty-magner,Ty  Magner,United States,, 1.73 m,84,16,89,134,8,78
https://www.procyclingstats.com/rider/lennert-teugels,Lennert  Teugels,Belgium, 64 kg   , 1.75 m,285,310,13,88,122,317
https://www.procyclingstats.com/rider/peter-kennaugh,Peter  Kennaugh,Great Britain, 66 kg   , 1.73 m,580,879,101,80,329,232
https://www.procyclingstats.com/rider/gleb-brussenskiy,Gleb  Brussenskiy,Kazakhstan, 64 kg   , 1.78 m,262,31,36,118,14,73
https://www.procyclingstats.com/rider/alec-segaert,Alec  Segaert,Belgium, 79 kg   , 1.88 m,194,288,424,28,31,99
https://www.procyclingstats.com/rider/mathieu-van-der-poel,Mathieu van der Poel,Netherlands, 75 kg   , 1.84 m,6991,1119,968,1286,1042,3090
https://www.procyclingstats.com/rider/ruben-apers,Ruben  Apers,Belgium, 70 kg   , 1.79 m,114,11,16,39,0,22
https://www.procyclingstats.com/rider/dominik-roels,Dominik  Roels,Germany, 75 kg   , 1.85 m,28,112,129,2,36,70
https://www.procyclingstats.com/rider/jay-robert-thomson,Jay Robert  Thomson,South Africa, 75 kg   , 1.85 m,750,223,395,2,20,0
https://www.procyclingstats.com/rider/txomin-juaristi,Txomin  Juaristi,Spain, 67.5 kg   , 1.82 m,44,249,257,0,164,92
https://www.procyclingstats.com/rider/michele-gazzoli,Michele  Gazzoli,Italy, 76 kg   , 1.80 m,84,38,42,127,48,161
https://www.procyclingstats.com/rider/dennis-van-winden,Dennis van Winden,Netherlands, 70 kg   , 1.84 m,278,340,174,82,27,169
https://www.procyclingstats.com/rider/marcin-mrosek,Marcin  Mrożek,Poland, 66 kg   , 1.76 m,1,0,4,0,0,0
https://www.procyclingstats.com/rider/martijn-tusveld,Martijn  Tusveld,Netherlands, 70 kg   , 1.88 m,187,560,313,28,197,254
https://www.procyclingstats.com/rider/kevin-van-melsen,Kévin Van Melsen,Belgium, 77 kg   , 1.85 m,94,70,3,22,0,11
https://www.procyclingstats.com/rider/davide-mucelli,Davide  Mucelli,Italy,,,328,74,0,54,88,100
https://www.procyclingstats.com/rider/filippo-ganna,Filippo  Ganna,Italy, 83 kg   , 1.93 m,579,791,5562,248,273,830
https://www.procyclingstats.com/rider/sebastian-langeveld,Sebastian  Langeveld,Netherlands, 67 kg   , 1.78 m,2265,1255,1114,163,88,479
https://www.procyclingstats.com/rider/scott-bowden,Scott  Bowden,Australia, 65 kg   , 1.75 m,42,58,9,2,50,34
