url,name,nationality,weight,height,one_day,gc,tt,sprint,climber,hills
https://www.procyclingstats.com/rider/iker-camano,Iker  Camaño,Spain, 68 kg   , 1.84 m,242,619,498,0,74,2
https://www.procyclingstats.com/rider/keegan-swirbul,Keegan  Swirbul,United States, 65 kg   , 1.88 m,6,261,88,9,196,98
https://www.procyclingstats.com/rider/nicola-venchiarutti,Nicola  Venchiarutti,Italy, 64 kg   , 1.73 m,68,24,1,78,18,88
https://www.procyclingstats.com/rider/jack-bauer,Jack  Bauer,New Zealand, 74 kg   , 1.91 m,702,775,773,60,120,206
https://www.procyclingstats.com/rider/romain-combaud,Romain  Combaud,France, 63 kg   , 1.75 m,446,437,0,18,136,182
https://www.procyclingstats.com/rider/aydar-zakarin,Aydar  Zakarin,Russia, 65 kg   , 1.87 m,0,0,0,0,0,0
https://www.procyclingstats.com/rider/filippo-magli2,Filippo  Magli,Italy,,,166,153,0,44,28,190
https://www.procyclingstats.com/rider/michal-paluta,Michał  Paluta,Poland, 65 kg   , 1.74 m,94,122,117,152,33,106
https://www.procyclingstats.com/rider/koldo-fernandez,Koldo  Fernández,Spain, 71 kg   , 1.82 m,1014,293,5,464,60,553
https://www.procyclingstats.com/rider/juan-javier-estrada-ruiz,Juan Javier  Estrada,Spain, 70 kg   , 1.80 m,0,48,2,0,0,0
https://www.procyclingstats.com/rider/eric-young,Eric  Young,United States,,,76,14,42,246,0,36
https://www.procyclingstats.com/rider/kilian-frankiny,Kilian  Frankiny,Switzerland, 67 kg   , 1.79 m,82,439,18,0,364,52
https://www.procyclingstats.com/rider/james-fouche,James  Fouché,New Zealand, 71 kg   , 1.86 m,304,47,109,54,11,90
https://www.procyclingstats.com/rider/timothy-gudsell,Timothy  Gudsell,New Zealand, 77 kg   , 1.87 m,37,110,152,0,14,0
https://www.procyclingstats.com/rider/nickolas-zukowsky,Nickolas  Zukowsky,Canada,, 1.88 m,252,137,73,68,30,103
https://www.procyclingstats.com/rider/gijs-leemreize,Gijs  Leemreize,Netherlands, 66 kg   , 1.90 m,42,249,40,0,430,183
https://www.procyclingstats.com/rider/toms-skujins,Toms  Skujiņš,Latvia, 70 kg   , 1.81 m,2683,937,350,92,1260,1258
https://www.procyclingstats.com/rider/fernando-barcelo,Fernando  Barceló,Spain, 64 kg   , 1.74 m,405,309,3,83,448,546
https://www.procyclingstats.com/rider/marco-zanotti,Marco  Zanotti,Italy,,,106,242,0,176,18,84
https://www.procyclingstats.com/rider/gregory-daniel,Gregory  Daniel,United States, 64 kg   , 1.78 m,30,50,105,1,3,3
https://www.procyclingstats.com/rider/peter-williams-1,Peter  Williams,Great Britain,,,82,57,67,6,4,0
https://www.procyclingstats.com/rider/jack-rootkin-gray,Jack  Rootkin-Gray,Great Britain, 67 kg   , 1.78 m,79,32,7,42,29,54
https://www.procyclingstats.com/rider/julian-mertens,Julian  Mertens,Belgium, 67 kg   , 1.80 m,106,53,1,44,38,117
https://www.procyclingstats.com/rider/ander-okamika,Ander  Okamika,Spain, 70 kg   , 1.90 m,75,241,15,18,99,108
https://www.procyclingstats.com/rider/oscar-rodriguez,Óscar  Rodríguez,Spain, 63 kg   , 1.79 m,172,851,161,8,818,196
https://www.procyclingstats.com/rider/laurens-huys,Laurens  Huys,Belgium, 61 kg   , 1.62 m,103,264,4,12,188,131
https://www.procyclingstats.com/rider/david-veilleux,David  Veilleux,Canada, 75 kg   , 1.80 m,382,181,120,2,96,0
https://www.procyclingstats.com/rider/paul-voss,Paul  Voß,Germany, 66 kg   , 1.78 m,524,513,217,30,148,330
https://www.procyclingstats.com/rider/sergio-rodriguez,Sergio  Rodríguez,Spain, 70 kg   , 1.80 m,5,5,0,0,2,2
https://www.procyclingstats.com/rider/danny-van-poppel,Danny van Poppel,Netherlands, 82 kg   , 1.84 m,3236,775,435,3024,198,1656
https://www.procyclingstats.com/rider/dominique-rollin,Dominique  Rollin,Canada, 83 kg   , 1.88 m,433,396,227,8,27,109
https://www.procyclingstats.com/rider/maxim-van-gils,Maxim Van Gils,Belgium, 63 kg   , 1.74 m,1642,418,117,16,1118,1106
https://www.procyclingstats.com/rider/johan-price-pejtersen,Johan  Price-Pejtersen,Denmark, 77 kg   , 1.96 m,10,48,588,17,0,0
https://www.procyclingstats.com/rider/christopher-williams,Christopher  Williams,Australia, 75 kg   , 1.81 m,5,7,34,0,0,0
https://www.procyclingstats.com/rider/chris-horner,Chris  Horner,United States, 70 kg   , 1.80 m,1427,4131,1093,30,2116,572
https://www.procyclingstats.com/rider/davide-ricci-bitti,Davide  Ricci Bitti,Italy, 60 kg   , 1.80 m,8,26,44,0,4,0
https://www.procyclingstats.com/rider/timothy-dupont,Timothy  Dupont,Belgium, 72 kg   , 1.79 m,3597,204,3,3181,17,415
https://www.procyclingstats.com/rider/cyril-barthe,Cyril  Barthe,France, 70 kg   , 1.84 m,228,296,6,248,95,412
https://www.procyclingstats.com/rider/martin-salmon,Martin  Salmon,Germany, 59 kg   , 1.79 m,5,5,0,18,0,0
https://www.procyclingstats.com/rider/alejandro-osorio-carbajal,Alejandro  Osorio,Colombia, 62 kg   , 1.81 m,28,88,9,27,158,145
https://www.procyclingstats.com/rider/gian-friesecke,Gian  Friesecke,Switzerland,, 1.90 m,95,18,146,56,8,68
https://www.procyclingstats.com/rider/antonio-puppio,Antonio  Puppio,Italy, 75 kg   , 1.86 m,72,14,58,29,18,81
https://www.procyclingstats.com/rider/marco-tizza,Marco  Tizza,Italy, 58 kg   , 1.73 m,849,218,23,62,238,636
https://www.procyclingstats.com/rider/rui-costa,Rui  Costa,Portugal, 69 kg   , 1.82 m,4356,6226,1621,97,5342,2674
https://www.procyclingstats.com/rider/darren-lapthorne,Darren  Lapthorne,Australia, 70 kg   , 1.82 m,38,222,239,1,35,8
https://www.procyclingstats.com/rider/tom-bohli,Tom  Bohli,Switzerland, 71 kg   , 1.85 m,228,271,995,76,28,109
https://www.procyclingstats.com/rider/oliviero-troia,Oliviero  Troia,Italy, 80 kg   , 1.91 m,145,105,10,51,0,47
https://www.procyclingstats.com/rider/scott-davis,Scott  Davis,Australia, 60 kg   , 1.70 m,107,237,13,5,36,41
https://www.procyclingstats.com/rider/juan-antonio-flecha,Juan Antonio  Flecha,Spain, 72 kg   , 1.81 m,4037,1916,804,250,665,748
https://www.procyclingstats.com/rider/boy-van-poppel,Boy van Poppel,Netherlands, 78 kg   , 1.86 m,882,387,80,519,5,270
https://www.procyclingstats.com/rider/hamish-beadle,Hamish  Beadle,New Zealand, 64 kg   , 1.67 m,0,0,12,42,2,31
https://www.procyclingstats.com/rider/alessandro-verre,Alessandro  Verre,Italy, 59 kg   , 1.70 m,152,112,39,0,98,128
https://www.procyclingstats.com/rider/lawrence-warbasse,Larry  Warbasse,United States, 67 kg   , 1.83 m,300,842,372,24,526,215
https://www.procyclingstats.com/rider/masakazu-ito,Masakazu  Ito,Japan,,,41,97,2,1,60,40
https://www.procyclingstats.com/rider/simon-geschke,Simon  Geschke,Germany, 64 kg   , 1.71 m,1572,1563,668,647,1657,1033
https://www.procyclingstats.com/rider/pavel-kochetkov,Pavel  Kochetkov,Russia, 70 kg   , 1.84 m,293,459,41,590,122,134
https://www.procyclingstats.com/rider/daniel-mclay,Daniel  McLay,Great Britain, 72 kg   , 1.87 m,1241,250,100,2374,23,279
https://www.procyclingstats.com/rider/sergey-lagutin,Sergey  Lagutin,United States, 68 kg   , 1.81 m,1632,1411,114,2074,702,417
https://www.procyclingstats.com/rider/ricardo-vilela,Ricardo  Vilela,Portugal, 59 kg   , 1.70 m,56,479,389,1,169,106
https://www.procyclingstats.com/rider/brian-van-goethem,Brian van Goethem,Netherlands, 77 kg   , 1.86 m,225,50,201,25,4,7
https://www.procyclingstats.com/rider/marco-corti,Marco  Corti,Italy, 59 kg   , 1.71 m,44,60,5,0,11,0
https://www.procyclingstats.com/rider/davide-ballerini,Davide  Ballerini,Italy, 77 kg   , 1.83 m,1607,215,133,720,222,1302
https://www.procyclingstats.com/rider/piotr-konwa,Piotr  Konwa,Poland,,,0,23,36,11,3,7
https://www.procyclingstats.com/rider/jonathan-mcevoy,Jonathan  McEvoy,Great Britain, 67 kg   , 1.83 m,128,6,2,0,3,5
https://www.procyclingstats.com/rider/jonas-tenbrock,Jonas  Tenbrock,Germany, 74 kg   , 1.92 m,0,0,6,0,0,0
https://www.procyclingstats.com/rider/stig-broeckx,Stig  Broeckx,Belgium, 73 kg   , 1.88 m,115,112,0,10,29,50
https://www.procyclingstats.com/rider/sanchez-canellas,Xavier  Cañellas,Spain, 66 kg   , 1.75 m,136,61,1,143,25,92
https://www.procyclingstats.com/rider/matthew-brammeier,Matt  Brammeier,Ireland, 72 kg   , 1.81 m,124,60,103,0,8,0
https://www.procyclingstats.com/rider/james-knox,James  Knox,Great Britain, 58 kg   , 1.73 m,137,1167,52,10,798,354
https://www.procyclingstats.com/rider/patrik-sinkewitz,Patrik  Sinkewitz,Germany, 63 kg   , 1.73 m,1569,1542,728,10,518,61
https://www.procyclingstats.com/rider/stephane-rossetto,Stéphane  Rossetto,France, 68 kg   , 1.80 m,160,705,533,0,296,46
https://www.procyclingstats.com/rider/andy-schleck,Andy  Schleck,Luxembourg, 68 kg   , 1.86 m,1486,2639,397,46,2366,442
https://www.procyclingstats.com/rider/mattia-viel,Mattia  Viel,Italy, 72 kg   , 1.80 m,0,0,11,44,4,0
https://www.procyclingstats.com/rider/antonio-santoro,Antonio  Santoro,Italy, 53 kg   , 1.67 m,161,238,0,2,183,110
https://www.procyclingstats.com/rider/martin-pedersen,Martin  Pedersen,Denmark, 62 kg   , 1.70 m,416,350,0,0,12,0
https://www.procyclingstats.com/rider/iljo-keisse,Iljo  Keisse,Belgium, 72 kg   , 1.83 m,704,335,101,314,18,7
https://www.procyclingstats.com/rider/damian-walczak,Damian  Walczak,Poland,,,34,15,0,0,6,0
https://www.procyclingstats.com/rider/david-lopez,David  López,Spain, 68 kg   , 1.79 m,659,2028,266,523,939,476
https://www.procyclingstats.com/rider/david-arroyo,David  Arroyo,Spain, 63 kg   , 1.74 m,554,2955,170,2,1754,455
https://www.procyclingstats.com/rider/omar-bertazzo,Omar  Bertazzo,Italy, 78 kg   , 1.83 m,206,6,109,0,8,0
https://www.procyclingstats.com/rider/jurgen-van-den-broeck,Jurgen Van den Broeck,Belgium, 69 kg   , 1.85 m,432,3710,1424,33,2442,924
https://www.procyclingstats.com/rider/florian-vermeersch,Florian  Vermeersch,Belgium, 85 kg   , 1.93 m,1174,489,324,436,36,312
https://www.procyclingstats.com/rider/mike-terpstra,Mike  Terpstra,Netherlands, 64 kg   , 1.89 m,47,2,0,0,2,0
https://www.procyclingstats.com/rider/davy-commeyne,Davy  Commeyne,Belgium, 70 kg   , 1.84 m,593,183,44,0,14,0
https://www.procyclingstats.com/rider/hans-dekkers-1,Hans  Dekkers,Netherlands, 72 kg   , 1.72 m,438,25,99,0,0,0
https://www.procyclingstats.com/rider/jay-mccarthy,Jay  McCarthy,Australia, 63 kg   , 1.74 m,681,772,79,74,433,1186
https://www.procyclingstats.com/rider/gabriele-benedetti,Gabriele  Benedetti,Italy, 63 kg   , 1.69 m,8,0,0,8,10,16
https://www.procyclingstats.com/rider/fabian-wegmann,Fabian  Wegmann,Germany, 60 kg   , 1.76 m,4700,864,108,39,868,550
https://www.procyclingstats.com/rider/caleb-ewan,Caleb  Ewan,Australia, 69 kg   , 1.67 m,2567,333,148,4365,186,2104
https://www.procyclingstats.com/rider/alexandr-dyachenko,Alexandr  Dyachenko,Kazakhstan, 65 kg   , 1.79 m,145,1105,353,0,310,84
https://www.procyclingstats.com/rider/marcin-bialoblocki,Marcin  Białobłocki,Poland, 79 kg   , 1.93 m,64,72,590,0,6,1
https://www.procyclingstats.com/rider/sam-oomen,Sam  Oomen,Netherlands, 65 kg   , 1.77 m,486,1855,197,20,1298,662
https://www.procyclingstats.com/rider/casper-van-uden,Casper van Uden,Netherlands,, 1.81 m,454,87,16,910,1,135
https://www.procyclingstats.com/rider/ruben-fernandez,Rubén  Fernández,Spain, 60 kg   , 1.77 m,264,1473,133,24,610,516
https://www.procyclingstats.com/rider/sandy-casar,Sandy  Casar,France, 63 kg   , 1.79 m,842,3028,1214,122,1783,422
https://www.procyclingstats.com/rider/johan-esteban-chaves,Esteban  Chaves,Colombia, 55 kg   , 1.64 m,1211,3327,225,44,3770,1368
https://www.procyclingstats.com/rider/arman-kamyshev,Arman  Kamyshev,Kazakhstan, 67 kg   , 1.82 m,157,131,44,42,8,4
https://www.procyclingstats.com/rider/dries-van-gestel,Dries Van Gestel,Belgium, 71 kg   , 1.87 m,1576,241,28,601,64,488
https://www.procyclingstats.com/rider/domingos-goncalves,Domingos  Gonçalves,Portugal, 70 kg   , 1.84 m,86,40,265,16,48,100
https://www.procyclingstats.com/rider/alexander-evans,Alexander  Evans,Australia, 63 kg   , 1.84 m,3,29,2,0,62,6
https://www.procyclingstats.com/rider/maxime-vantomme,Maxime  Vantomme,Belgium, 63 kg   , 1.74 m,1083,684,103,144,48,132
https://www.procyclingstats.com/rider/vincent-jerome,Vincent  Jérôme,France, 65 kg   , 1.74 m,579,447,26,0,58,121
https://www.procyclingstats.com/rider/franck-bouyer,Franck  Bouyer,France, 65 kg   , 1.73 m,857,575,161,0,137,118
https://www.procyclingstats.com/rider/sergio-samitier,Sergio  Samitier,Spain, 63 kg   , 1.81 m,99,292,0,0,148,92
https://www.procyclingstats.com/rider/johnatan-canaveral,Johnatan  Cañaveral,Colombia,,,18,86,2,18,60,90
https://www.procyclingstats.com/rider/rudy-barbier,Rudy  Barbier,France, 79 kg   , 1.79 m,1254,209,61,1268,31,152
https://www.procyclingstats.com/rider/antonio-nibali,Antonio  Nibali,Italy, 65 kg   , 1.80 m,43,290,0,0,129,41
https://www.procyclingstats.com/rider/rein-taaramae,Rein  Taaramäe,Estonia, 68 kg   , 1.86 m,737,2974,1547,30,1836,666
https://www.procyclingstats.com/rider/veljko-stojnic,Veljko  Stojnić,Serbia, 73 kg   , 1.87 m,30,76,188,70,24,62
https://www.procyclingstats.com/rider/guillaume-blot,Guillaume  Blot,France, 71 kg   , 1.77 m,265,5,0,0,2,0
https://www.procyclingstats.com/rider/bart-lemmen,Bart  Lemmen,Netherlands,, 1.80 m,146,427,96,28,219,282
https://www.procyclingstats.com/rider/archie-ryan,Archie  Ryan,Ireland, 56 kg   , 1.72 m,213,248,6,0,301,219
https://www.procyclingstats.com/rider/alvaro-cuadros,Álvaro  Cuadros,Spain, 67 kg   , 1.79 m,25,45,6,23,62,6
https://www.procyclingstats.com/rider/massimo-rosa,Massimo  Rosa,Italy,,,7,7,0,5,12,18
https://www.procyclingstats.com/rider/riccardo-stacchiotti,Riccardo  Stacchiotti,Italy, 70 kg   , 1.79 m,33,189,373,359,2,156
https://www.procyclingstats.com/rider/jean-eudes-demaret,Jean-Eudes  Demaret,France,,,233,170,97,406,0,0
https://www.procyclingstats.com/rider/thomas-fothen,Thomas  Fothen,Germany, 71 kg   , 1.79 m,98,86,2,74,0,22
https://www.procyclingstats.com/rider/kevin-seeldraeyers,Kevin  Seeldraeyers,Belgium, 60 kg   , 1.74 m,28,1106,6,0,553,147
https://www.procyclingstats.com/rider/jonathan-cantwell,Jonathan  Cantwell,Australia, 69 kg   , 1.74 m,179,241,22,36,16,46
https://www.procyclingstats.com/rider/tim-merlier,Tim  Merlier,Belgium, 76 kg   , 1.88 m,3731,109,3,4738,4,462
https://www.procyclingstats.com/rider/ryota-nishizono,Ryota  Nishizono,Japan,,,49,96,228,1,52,17
https://www.procyclingstats.com/rider/francis-de-greef,Francis De Greef,Belgium, 77 kg   , 1.93 m,137,813,95,2,203,74
https://www.procyclingstats.com/rider/frank-van-den-broek,Frank van den Broek,Netherlands, 70 kg   , 1.78 m,51,312,52,24,215,177
https://www.procyclingstats.com/rider/ben-tulett,Ben  Tulett,Great Britain, 56 kg   , 1.69 m,202,641,447,8,288,450
https://www.procyclingstats.com/rider/arthur-kluckers,Arthur  Kluckers,Luxembourg, 71 kg   , 1.92 m,25,134,218,47,20,34
https://www.procyclingstats.com/rider/santiago-umba,Santiago  Umba,Colombia, 58 kg   , 1.70 m,40,133,5,6,98,76
https://www.procyclingstats.com/rider/markus-eibegger,Markus  Eibegger,Austria, 68 kg   , 1.83 m,233,711,165,1176,139,46
https://www.procyclingstats.com/rider/eric-baumann,Eric  Baumann,Germany, 72 kg   , 1.77 m,1152,55,66,0,6,20
https://www.procyclingstats.com/rider/fabian-lienhard,Fabian  Lienhard,Switzerland, 73 kg   , 1.83 m,727,178,27,298,18,334
https://www.procyclingstats.com/rider/mariusz-witecki,Mariusz  Witecki,Poland, 70 kg   , 1.84 m,116,338,139,0,3,0
https://www.procyclingstats.com/rider/marton-dina,Márton  Dina,Hungary, 67 kg   , 1.86 m,99,332,175,28,168,145
https://www.procyclingstats.com/rider/tom-boonen,Tom  Boonen,Belgium, 82 kg   , 1.92 m,10494,1765,1146,2204,64,1922
https://www.procyclingstats.com/rider/niccolo-bonifazio,Niccolò  Bonifazio,Italy, 72 kg   , 1.76 m,1624,420,48,1546,96,1202
https://www.procyclingstats.com/rider/justin-jules,Justin  Jules,France, 64 kg   , 1.67 m,1096,263,7,539,42,312
https://www.procyclingstats.com/rider/luis-pasamontes,Luis  Pasamontes,Spain, 72 kg   , 1.86 m,416,926,343,9,144,104
https://www.procyclingstats.com/rider/andre-looij,André  Looij,Netherlands, 75 kg   , 1.77 m,504,5,0,634,8,71
https://www.procyclingstats.com/rider/antonio-polga,Antonio  Polga,Italy,,,0,0,0,1,0,0
https://www.procyclingstats.com/rider/jasper-stuyven,Jasper  Stuyven,Belgium, 78 kg   , 1.87 m,4613,1309,284,2158,697,3266
https://www.procyclingstats.com/rider/jaco-venter,Jaco  Venter,South Africa, 70 kg   , 1.90 m,157,355,278,22,44,92
https://www.procyclingstats.com/rider/remy-mertz,Rémy  Mertz,Belgium, 70 kg   , 1.75 m,311,151,7,20,78,222
https://www.procyclingstats.com/rider/halil-ibrahim-dogan,Halil İbrahim  Doğan,Türkiye,,,43,19,31,40,36,42
https://www.procyclingstats.com/rider/adrian-palomares,Adrián  Palomares,Spain, 56 kg   , 1.65 m,164,1030,163,0,152,20
https://www.procyclingstats.com/rider/soren-kragh-andersen,Søren Kragh Andersen,Denmark, 73 kg   , 1.78 m,1512,1406,1847,390,422,1390
https://www.procyclingstats.com/rider/ilan-van-wilder,Ilan Van Wilder,Belgium, 64 kg   , 1.71 m,521,1299,686,22,1096,604
https://www.procyclingstats.com/rider/joaquim-silva,Joaquim  Silva,Portugal, 66 kg   , 1.85 m,9,304,169,8,168,148
https://www.procyclingstats.com/rider/anton-palzer,Anton  Palzer,Germany, 62 kg   , 1.78 m,8,113,1,0,18,6
https://www.procyclingstats.com/rider/samuel-gaze,Samuel  Gaze,New Zealand, 80 kg   , 1.89 m,13,7,95,8,3,28
https://www.procyclingstats.com/rider/jonas-iversby-hvideberg,Jonas Iversby  Hvideberg,Norway,, 1.85 m,130,53,7,38,17,54
https://www.procyclingstats.com/rider/valerio-conti,Valerio  Conti,Italy, 61 kg   , 1.72 m,583,980,258,26,678,865
https://www.procyclingstats.com/rider/simon-vitzthum,Simon  Vitzthum,Switzerland, 70 kg   , 1.90 m,0,19,42,0,0,0
https://www.procyclingstats.com/rider/stephen-bassett,Stephen  Bassett,United States,, 1.91 m,21,41,80,10,20,106
https://www.procyclingstats.com/rider/freddy-bichot,Freddy  Bichot,France, 67 kg   , 1.79 m,392,395,33,12,37,40
https://www.procyclingstats.com/rider/amanuel-ghebreigzabhier,Amanuel  Ghebreigzabhier,Eritrea, 68 kg   , 1.87 m,510,619,230,18,557,206
https://www.procyclingstats.com/rider/egor-silin,Egor  Silin,Russia, 61 kg   , 1.77 m,304,663,38,431,406,158
https://www.procyclingstats.com/rider/marc-sarreau,Marc  Sarreau,France, 76 kg   , 1.82 m,1672,191,130,1648,16,336
https://www.procyclingstats.com/rider/gregory-joseph,Gregory  Joseph,Belgium, 67 kg   , 1.76 m,152,0,0,0,0,0
https://www.procyclingstats.com/rider/antonio-piedra,Antonio  Piedra,Spain, 61 kg   , 1.78 m,169,249,40,8,124,51
https://www.procyclingstats.com/rider/sjoerd-van-ginneken,Sjoerd van Ginneken,Netherlands, 72 kg   , 1.85 m,210,44,0,88,8,89
https://www.procyclingstats.com/rider/pablo-lechuga-rodriguez,Pablo  Lechuga,Spain, 67 kg   , 1.76 m,41,35,9,0,8,0
https://www.procyclingstats.com/rider/julian-alaphilippe,Julian  Alaphilippe,France, 62 kg   , 1.73 m,6597,2725,1427,324,5224,4565
https://www.procyclingstats.com/rider/michael-reihs,Michael  Reihs,Denmark, 75 kg   , 1.89 m,465,17,1,0,25,0
https://www.procyclingstats.com/rider/adam-yates,Adam  Yates,Great Britain, 58 kg   , 1.73 m,2299,6758,1213,64,7018,1934
https://www.procyclingstats.com/rider/davide-appollonio,Davide  Appollonio,Italy, 67 kg   , 1.70 m,584,134,50,328,126,306
https://www.procyclingstats.com/rider/chris-harper,Chris  Harper,Australia, 67 kg   , 1.85 m,420,981,278,68,759,216
https://www.procyclingstats.com/rider/volodymyr-gustov,Volodymyr  Gustov,Ukraine, 64 kg   , 1.79 m,420,1067,295,0,190,86
https://www.procyclingstats.com/rider/jon-agirre,Jon  Agirre,Spain, 55 kg   , 1.73 m,18,125,4,0,128,25
https://www.procyclingstats.com/rider/rob-goris,Rob  Goris,Belgium, 87 kg   , 1.84 m,15,2,28,0,0,0
https://www.procyclingstats.com/rider/marc-soler,Marc  Soler,Spain, 68 kg   , 1.86 m,292,2396,764,8,2858,1194
https://www.procyclingstats.com/rider/claudio-imhof,Claudio  Imhof,Switzerland, 80 kg   , 1.91 m,0,38,111,24,0,10
https://www.procyclingstats.com/rider/daniel-turek,Daniel  Turek,Czech Republic, 72 kg   , 1.83 m,114,232,142,42,78,126
https://www.procyclingstats.com/rider/rafaa-chtioui,Rafaâ  Chtioui,Tunisia, 82 kg   , 1.90 m,268,289,375,2,53,0
https://www.procyclingstats.com/rider/edvaldas-siskevicius,Evaldas  Šiškevičius,Lithuania, 80 kg   , 1.81 m,577,468,490,282,40,156
https://www.procyclingstats.com/rider/wesley-sulzberger,Wesley  Sulzberger,Australia, 65 kg   , 1.82 m,421,476,1,0,84,56
https://www.procyclingstats.com/rider/joel-nicolau,Joel  Nicolau,Spain, 66 kg   , 1.76 m,195,155,8,40,124,207
https://www.procyclingstats.com/rider/jimmy-janssens,Jimmy  Janssens,Belgium, 74 kg   , 1.83 m,414,361,141,126,184,220
https://www.procyclingstats.com/rider/jacopo-mosca,Jacopo  Mosca,Italy, 65 kg   , 1.73 m,278,543,69,203,238,588
https://www.procyclingstats.com/rider/josip-rumac,Josip  Rumac,Croatia, 71 kg   , 1.82 m,129,56,138,54,34,82
https://www.procyclingstats.com/rider/markel-beloki,Markel  Beloki,Spain,, 1.83 m,0,15,25,0,6,6
https://www.procyclingstats.com/rider/koen-bouwman,Koen  Bouwman,Netherlands, 60 kg   , 1.78 m,156,964,447,42,614,366
https://www.procyclingstats.com/rider/vojtech-repa,Vojtěch  Řepa,Czech Republic, 71 kg   , 1.84 m,8,131,16,3,64,28
https://www.procyclingstats.com/rider/jenno-berckmoes,Jenno  Berckmoes,Belgium, 61 kg   , 1.77 m,366,371,58,72,108,342
https://www.procyclingstats.com/rider/mauro-facci,Mauro  Facci,Italy, 68 kg   , 1.82 m,280,355,89,0,84,56
https://www.procyclingstats.com/rider/raffaello-bonusi,Raffaello  Bonusi,Italy,,,15,119,31,3,6,22
https://www.procyclingstats.com/rider/thibau-nys,Thibau  Nys,Belgium, 64 kg   , 1.76 m,296,304,56,196,430,630
https://www.procyclingstats.com/rider/tom-stamsnijder,Tom  Stamsnijder,Netherlands, 76 kg   , 1.91 m,248,495,434,60,52,71
https://www.procyclingstats.com/rider/bolat-raimbekov,Bolat  Raimbekov,Kazakhstan, 66 kg   , 1.81 m,4,10,3,0,0,0
https://www.procyclingstats.com/rider/alexis-vuillermoz,Alexis  Vuillermoz,France, 60 kg   , 1.73 m,1544,1578,98,41,1616,884
https://www.procyclingstats.com/rider/luca-de-meester,Luca De Meester,Belgium, 73 kg   , 1.87 m,41,5,0,47,0,6
https://www.procyclingstats.com/rider/antonio-pedrero,Antonio  Pedrero,Spain, 60 kg   , 1.77 m,186,791,14,2,819,223
https://www.procyclingstats.com/rider/steven-tronet,Steven  Tronet,France, 67 kg   , 1.75 m,604,361,3,56,44,23
https://www.procyclingstats.com/rider/daniel-felipe-martinez,Daniel Felipe  Martínez,Colombia, 63 kg   , 1.72 m,754,2810,1206,34,2410,736
https://www.procyclingstats.com/rider/felix-vidal-celis-zabala,Félix Vidal  Celis,Spain,,,110,8,0,0,32,0
https://www.procyclingstats.com/rider/francois-bidard,François  Bidard,France, 65 kg   , 1.80 m,95,330,6,5,306,82
https://www.procyclingstats.com/rider/andrea-masciarelli,Andrea  Masciarelli,Italy, 61 kg   , 1.73 m,697,68,0,0,46,0
https://www.procyclingstats.com/rider/carlos-rodriguez-cano,Carlos  Rodríguez,Spain, 67 kg   , 1.83 m,496,2233,401,14,2224,490
https://www.procyclingstats.com/rider/marco-maronese,Marco  Maronese,Italy,,,29,10,0,266,0,83
https://www.procyclingstats.com/rider/jonas-ljungblad,Jonas  Ljungblad,Sweden, 70 kg   , 1.77 m,610,327,118,1,44,4
https://www.procyclingstats.com/rider/harrison-wood,Harrison  Wood,Great Britain, 64 kg   , 1.85 m,51,69,5,0,10,16
https://www.procyclingstats.com/rider/jean-luc-delpech,Jean-Luc  Delpech,France, 72 kg   , 1.78 m,695,129,28,2,45,0
https://www.procyclingstats.com/rider/michal-schlegel,Michal  Schlegel,Czech Republic, 72 kg   , 1.84 m,71,380,62,30,179,82
https://www.procyclingstats.com/rider/marijn-van-den-berg,Marijn van den Berg,Netherlands, 73 kg   , 1.82 m,641,357,75,830,160,888
https://www.procyclingstats.com/rider/simon-spilak,Simon  Špilak,Slovenia, 68 kg   , 1.76 m,685,4166,1379,7,1721,672
https://www.procyclingstats.com/rider/alessandro-pinarello,Alessandro  Pinarello,Italy,,,115,79,5,60,63,114
https://www.procyclingstats.com/rider/tsgabu-gebremaryam-grmay,Tsgabu  Grmay,Ethiopia, 63 kg   , 1.75 m,281,851,455,2,292,188
https://www.procyclingstats.com/rider/evgeny-shalunov,Evgeny  Shalunov,Russia, 70 kg   , 1.80 m,464,376,129,44,138,81
https://www.procyclingstats.com/rider/manuel-quinziato,Manuel  Quinziato,Italy, 74 kg   , 1.85 m,764,1245,1917,147,37,125
https://www.procyclingstats.com/rider/morris-possoni,Morris  Possoni,Italy, 56 kg   , 1.73 m,185,617,13,0,218,47
https://www.procyclingstats.com/rider/matthias-russ,Matthias  Russ,Germany, 62 kg   , 1.75 m,106,244,111,0,41,39
https://www.procyclingstats.com/rider/bradley-wiggins,Bradley  Wiggins,Great Britain, 76 kg   , 1.90 m,274,3525,6515,66,1639,952
https://www.procyclingstats.com/rider/andrei-grivko,Andrey  Grivko,Ukraine, 70 kg   , 1.81 m,1268,2113,2140,452,436,664
https://www.procyclingstats.com/rider/francois-parisien,François  Parisien,Canada, 64 kg   , 1.71 m,215,153,185,30,30,10
https://www.procyclingstats.com/rider/davide-cimolai,Davide  Cimolai,Italy, 70 kg   , 1.81 m,1182,595,6,1018,141,1472
https://www.procyclingstats.com/rider/danilo-di-luca,Danilo Di Luca,Italy, 61 kg   , 1.68 m,5898,2953,950,57,3826,1104
https://www.procyclingstats.com/rider/pierre-gautherat,Pierre  Gautherat,France, 70 kg   , 1.77 m,460,61,104,224,30,116
